"","x"
"151",-3.58917799782881
"152",-0.386313525284758
"153",1.47826167300759
"154",-5.67400638463826
"155",-2.32134749459698
"156",4.13287518885178
"157",-0.700471221219254
"158",-0.768252512375876
"159",2.21931959654546
"160",-1.6955397845848
"161",-1.56655105155169
"162",1.01129442293701
"163",1.9598778670238
"164",-2.21514048844239
"165",0.596012051517128
"166",-2.83439192733515
"167",-0.243558436784977
"168",-0.756630179568162
"169",2.93316999149641
"170",2.37636549654512
"171",1.94508583766937
"172",3.4037855873648
"173",3.51998166352328
"174",3.08853120849066
"175",0.269941543359953
"176",-2.24691385051427
"177",1.59295181197409
"178",2.54974078646151
"179",-0.997747212506333
"180",-3.46527282932414
"181",1.2206505994438
"182",1.11644984327403
"183",-2.85040614308902
"184",0.323623451145494
"185",2.93152808917959
"186",-4.2013932697482
"187",0.121434977248193
"188",-0.910476115638621
"189",1.29886042832267
"190",0.698717626195025
"191",-2.20224077047632
"192",2.12962485248009
"193",-0.22890851743451
"194",4.14862252557613
"195",2.73520396876248
"196",2.00362003493318
"197",-5.56278841391763
"198",0.671559931328107
"199",0.856967104769884
"200",-2.08344447876296
"201",-0.235253551542693
"202",-5.04594833673361
"203",-0.287728059323127
"204",2.9606768737635
"205",2.94882510385477
"206",2.35470060784102
"207",-0.203830771810783
"208",-1.92629990897141
"209",0.860384323173545
"210",3.0835567862567
"211",-0.868847998434173
"212",1.01580217371213
"213",-3.58268743484914
"214",1.63496871217747
"215",0.491217446647364
"216",0.0994360957251304
"217",-1.69086861583247
"218",-5.20702081573833
"219",1.14500422392872
"220",2.44289656560273
"221",-3.38031275947884
"222",-5.6576688828585
"223",2.15964906995639
"224",1.24524328096525
"225",1.44795580032723
"226",1.65428652025773
"227",0.790758154802649
"228",0.912965597205346
"229",-3.03361667044847
"230",-1.65525500844819
"231",-0.0679475719145161
"232",-5.03741697373347
"233",4.41046947756351
"234",2.04149939368723
"235",-1.82323525109537
"236",-1.22037135650546
"237",5.48418808139975
"238",2.41189014411494
"239",-4.1702267531553
"240",2.38623473872712
