07/16/2024	11:01:52	(analyzed:  7/19/2024)
MJD	timer	SDR:fb_Al_ErYb	SDR:fb_Yb_ErYb	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb
60507.82743900	10178078.00000000	22737007.99944500	28855436.79988700	113927.22945100	104999999.99940000	100000000.00090000	28855436.79994000
60507.82745200	10179136.00000000	22737008.00341000	28855436.79995500	113927.22925100	105000000.00090000	99999999.99830000	28855436.79990000
60507.82746400	10180194.00000000	22737007.99912500	28855436.79997800	113927.22971300	105000000.00090000	100000000.00000000	28855436.79988000
60507.82747600	10181249.00000000	22737007.99390400	28855436.79989000	113927.22937800	104999999.99910000	100000000.00120001	28855436.79999000
60507.82748800	10182306.00000000	22737008.00105300	28855436.80005100	113927.22946000	105000000.00020000	100000000.00000000	28855436.80005000
60507.82750100	10183363.00000000	22737008.00948800	28855436.80002600	113927.22949900	104999999.99959999	100000000.00070000	28855436.79982000
60507.82751300	10184417.00000000	22737008.00447700	28855436.79989900	113927.22960700	105000000.00180000	99999999.99869999	28855436.80006000
60507.82752500	10185474.00000000	22737008.00395100	28855436.80011300	113927.22933000	104999999.99950001	100000000.00020000	28855436.80005000
60507.82753700	10186532.00000000	22737008.00000900	28855436.79992800	113927.22933300	105000000.00160000	100000000.00000000	28855436.80003000
60507.82754900	10187588.00000000	22737007.99558800	28855436.80011200	113927.22949200	104999999.99969999	99999999.99900000	28855436.80025000
60507.82756200	10188645.00000000	22737008.00823400	28855436.80009900	113927.22966400	105000000.00040001	100000000.00080000	28855436.80009000
60507.82757400	10189700.00000000	22737008.00730000	28855436.79974000	113927.22935600	105000000.00120001	99999999.99900000	28855436.79993000
60507.82758600	10190759.00000000	22737007.99249800	28855436.80048800	113927.22987700	105000000.00030001	100000000.00049999	28855436.80019000
60507.82759800	10191815.00000000	22737008.00381000	28855436.79971600	113927.22912300	104999999.99910000	100000000.00070000	28855436.80009000
60507.82761100	10192871.00000000	22737007.98809900	28855436.79985500	113927.22954400	105000000.00170000	99999999.99869999	28855436.79992000
60507.82762300	10193928.00000000	22737008.00441200	28855436.80008300	113927.22947200	105000000.00120001	100000000.00020000	28855436.79966000
60507.82763500	10194983.00000000	22737007.99847500	28855436.79996200	113927.22967300	105000000.00000000	100000000.00010000	28855436.79999000
60507.82764700	10196041.00000000	22737008.00530900	28855436.79995100	113927.22942400	105000000.00170000	99999999.99969999	28855436.80029000
60507.82766000	10197097.00000000	22737007.99436100	28855436.80005200	113927.22968900	105000000.00010000	100000000.00060000	28855436.80000000
60507.82767200	10198153.00000000	22737007.99988200	28855436.80014900	113927.22974100	104999999.99950001	99999999.99850000	28855436.80002000
60507.82768400	10199211.00000000	22737008.00123500	28855436.80012000	113927.22960600	104999999.99990000	100000000.00110000	28855436.80014000
60507.82769600	10200270.00000000	22737007.99584800	28855436.80011800	113927.22948300	105000000.00030001	100000000.00020000	28855436.80012000
60507.82770800	10201327.00000000	22737008.01308200	28855436.80013800	113927.22947400	105000000.00049999	99999999.99959999	28855436.79980000
60507.82772100	10202382.00000000	22737007.99633800	28855436.79985900	113927.22926200	105000000.00070000	100000000.00060000	28855436.79982000
60507.82773300	10203437.00000000	22737007.99106000	28855436.79987400	113927.22973300	105000000.00160000	99999999.99820000	28855436.80003000
60507.82774500	10204495.00000000	22737007.99323000	28855436.80005900	113927.22938900	104999999.99910000	100000000.00049999	28855436.79993000
60507.82775700	10205552.00000000	22737008.00338200	28855436.79988000	113927.22943300	105000000.00130001	100000000.00030001	28855436.80016000
60507.82777000	10206609.00000000	22737007.99937900	28855436.79999800	113927.22964600	105000000.00080000	99999999.99920000	28855436.80009000
60507.82778200	10207674.00000000	22737007.99867000	28855436.80043400	113927.22956900	104999999.99950001	100000000.00070000	28855436.79988000
60507.82779400	10208730.00000000	22737008.00652800	28855436.79948500	113927.22985600	105000000.00120001	99999999.99840000	28855436.79999000
60507.82780600	10209787.00000000	22737007.99304900	28855436.80024200	113927.22925700	105000000.00070000	100000000.00049999	28855436.79997000
60507.82781900	10210843.00000000	22737008.00100500	28855436.79974200	113927.22941300	104999999.99930000	100000000.00120001	28855436.80014000
60507.82783100	10211899.00000000	22737008.00702100	28855436.79994700	113927.22975700	105000000.00070000	99999999.99930000	28855436.80034000
60507.82784300	10212957.00000000	22737008.00126300	28855436.80025900	113927.22942100	104999999.99980000	100000000.00040001	28855436.79975000
60507.82785500	10214011.00000000	22737008.00214800	28855436.79997300	113927.22951000	104999999.99940000	99999999.99920000	28855436.79966000
60507.82786800	10215067.00000000	22737007.99003500	28855436.79988600	113927.22970700	105000000.00170000	100000000.00030001	28855436.79994000
60507.82788000	10216123.00000000	22737007.99981800	28855436.79991500	113927.22951500	104999999.99959999	100000000.00070000	28855436.80004000
60507.82789200	10217178.00000000	22737007.99954700	28855436.79996500	113927.22938200	105000000.00090000	99999999.99869999	28855436.80010000
60507.82790400	10218232.00000000	22737007.99655000	28855436.80017600	113927.22956900	105000000.00090000	100000000.00040001	28855436.79999000
60507.82791600	10219293.00000000	22737008.00276200	28855436.79987000	113927.22947400	104999999.99969999	99999999.99990000	28855436.80001000
60507.82792900	10220350.00000000	22737008.00086700	28855436.80001900	113927.22963400	105000000.00139999	99999999.99920000	28855436.80016000
60507.82794100	10221405.00000000	22737007.99856300	28855436.80002700	113927.22950100	104999999.99920000	100000000.00100000	28855436.79995000
60507.82795300	10222462.00000000	22737008.00883300	28855436.79997400	113927.22944700	105000000.00150000	99999999.99840000	28855436.79998000
60507.82796500	10223517.00000000	22737007.99378100	28855436.80001500	113927.22954100	105000000.00070000	100000000.00020000	28855436.80006000
60507.82797800	10224573.00000000	22737008.00152100	28855436.80019700	113927.22945900	104999999.99920000	99999999.99990000	28855436.79997000
60507.82799000	10225627.00000000	22737008.00236500	28855436.79999300	113927.22950700	105000000.00030001	100000000.00020000	28855436.79996000
60507.82800200	10226683.00000000	22737008.00229200	28855436.80055500	113927.22955700	105000000.00040001	100000000.00000000	28855436.80007000
60507.82801400	10227741.00000000	22737007.99012600	28855436.79939600	113927.22918700	105000000.00160000	99999999.99830000	28855436.79987000
60507.82802600	10228796.00000000	22737008.00550400	28855436.80003400	113927.22971900	105000000.00090000	100000000.00110000	28855436.80004000
60507.82803900	10229852.00000000	22737007.99300700	28855436.79997600	113927.22942400	105000000.00049999	100000000.00030001	28855436.79997000
60507.82805100	10230909.00000000	22737008.01652700	28855436.80001000	113927.22966700	105000000.00080000	99999999.99930000	28855436.80009000
60507.82806300	10231964.00000000	22737007.99726800	28855436.80008200	113927.22952400	105000000.00049999	100000000.00049999	28855436.79989000
60507.82807500	10233020.00000000	22737007.99209900	28855436.80002000	113927.22963400	105000000.00070000	99999999.99810000	28855436.80047000
60507.82808800	10234075.00000000	22737008.00302000	28855436.80009200	113927.22945700	105000000.00080000	100000000.00030001	28855436.79978000
60507.82810000	10235132.00000000	22737007.99782200	28855436.79984200	113927.22951700	104999999.99910000	100000000.00070000	28855436.79994000
60507.82811200	10236187.00000000	22737007.99761300	28855436.80005200	113927.22954400	104999999.99969999	99999999.99930000	28855436.80005000
60507.82812400	10237245.00000000	22737008.00297400	28855436.80003100	113927.22966800	105000000.00020000	100000000.00060000	28855436.79996000
60507.82813600	10238300.00000000	22737007.99740900	28855436.79997400	113927.22920600	105000000.00030001	99999999.99920000	28855436.80010000
60507.82814900	10239355.00000000	22737008.00303800	28855436.79999300	113927.22972900	105000000.00139999	100000000.00060000	28855436.79996000
60507.82816100	10240410.00000000	22737008.00707500	28855436.80009900	113927.22926100	104999999.99969999	100000000.00030001	28855436.79993000
60507.82817300	10241466.00000000	22737008.00371200	28855436.79974900	113927.22963300	104999999.99969999	99999999.99879999	28855436.80003000
60507.82818500	10242521.00000000	22737007.99861300	28855436.80001600	113927.22977100	105000000.00139999	99999999.99959999	28855436.80005000
60507.82819700	10243576.00000000	22737008.00712200	28855436.80047700	113927.22932700	105000000.00049999	99999999.99950001	28855436.80020000
60507.82821000	10244633.00000000	22737007.99811200	28855436.79986200	113927.22925900	105000000.00090000	100000000.00000000	28855436.79981000
60507.82822200	10245690.00000000	22737008.00106100	28855436.80047400	113927.22988300	105000000.00049999	100000000.00090000	28855436.80007000
60507.82823400	10246745.00000000	22737007.99370400	28855436.79957400	113927.22967000	105000000.00060000	99999999.99900000	28855436.79987000
60507.82824600	10247803.00000000	22737008.00473600	28855436.79981100	113927.22957800	105000000.00060000	100000000.00049999	28855436.80004000
60507.82825900	10248859.00000000	22737007.99681300	28855436.80016400	113927.22937300	105000000.00049999	100000000.00150000	28855436.79986000
60507.82827100	10249914.00000000	22737007.99854200	28855436.79988400	113927.22926600	105000000.00090000	100000000.00030001	28855436.80022000
60507.82828300	10250971.00000000	22737008.00244800	28855436.79995500	113927.22968600	105000000.00010000	99999999.99990000	28855436.79996000
60507.82829500	10252026.00000000	22737008.00224500	28855436.79995300	113927.22933600	104999999.99930000	99999999.99750000	28855436.79981000
60507.82830800	10253082.00000000	22737007.99927900	28855436.79998600	113927.22965500	104999999.99969999	100000000.00120001	28855436.79997000
60507.82832000	10254139.00000000	22737007.99787900	28855436.79990600	113927.22905200	105000000.00040001	100000000.00000000	28855436.80009000
60507.82833200	10255195.00000000	22737008.00238400	28855436.80003600	113927.22983000	105000000.00130001	99999999.99959999	28855436.79984000
60507.82834400	10256254.00000000	22737008.00124600	28855436.79997300	113927.22986800	104999999.99990000	100000000.00080000	28855436.80001000
60507.82835600	10257309.00000000	22737008.00416700	28855436.80015300	113927.22926500	105000000.00150000	99999999.99789999	28855436.80000000
60507.82836900	10258365.00000000	22737007.99686300	28855436.79999900	113927.22952500	105000000.00070000	100000000.00060000	28855436.80010000
60507.82838100	10259421.00000000	22737007.99334000	28855436.80003200	113927.22933200	105000000.00040001	100000000.00080000	28855436.80009000
60507.82839300	10260477.00000000	22737008.00577600	28855436.79996700	113927.22953600	105000000.00060000	99999999.99980000	28855436.79994000
60507.82840500	10261534.00000000	22737007.99085400	28855436.79986500	113927.22939000	105000000.00010000	100000000.00110000	28855436.79991000
60507.82841800	10262591.00000000	22737007.99755600	28855436.80042800	113927.22949800	105000000.00130001	99999999.99900000	28855436.80002000
60507.82843000	10263646.00000000	22737008.00464100	28855436.79955100	113927.22951100	104999999.99959999	100000000.00020000	28855436.80002000
60507.82844200	10264703.00000000	22737008.00406700	28855436.80014200	113927.22989200	105000000.00049999	100000000.00090000	28855436.79993000
60507.82845400	10265760.00000000	22737007.99691500	28855436.79998300	113927.22946900	105000000.00120001	99999999.99890000	28855436.80007000
60507.82846600	10266816.00000000	22737007.99876000	28855436.79999500	113927.22944200	104999999.99969999	100000000.00070000	28855436.80023000
60507.82847900	10267874.00000000	22737008.00200500	28855436.80016300	113927.22949600	105000000.00049999	100000000.00000000	28855436.80034000
60507.82849100	10268930.00000000	22737008.00349800	28855436.80020600	113927.22962100	105000000.00100000	100000000.00020000	28855436.79982000
60507.82850300	10269988.00000000	22737007.99589000	28855436.79980000	113927.22956600	104999999.99900000	100000000.00100000	28855436.79994000
60507.82851500	10271050.00000000	22737008.00060600	28855436.80000100	113927.22965700	105000000.00130001	99999999.99840000	28855436.80000000
60507.82852800	10272108.00000000	22737008.00971900	28855436.79993200	113927.22943400	105000000.00139999	99999999.99980000	28855436.79986000
60507.82854000	10273164.00000000	22737007.99397800	28855436.79996400	113927.22925600	105000000.00040001	100000000.00000000	28855436.80002000
60507.82855200	10274218.00000000	22737007.99734000	28855436.79991900	113927.22954800	104999999.99980000	99999999.99930000	28855436.80002000
60507.82856400	10275275.00000000	22737008.00603400	28855436.79993000	113927.22963200	105000000.00010000	100000000.00000000	28855436.80009000
60507.82857700	10276333.00000000	22737008.00036100	28855436.80015800	113927.22962800	105000000.00180000	99999999.99860001	28855436.79996000
60507.82858900	10277387.00000000	22737007.98545300	28855436.80006200	113927.22943200	105000000.00010000	99999999.99920000	28855436.80001000
