07/16/2024	11:01:52	(analyzed:  7/19/2024)
MJD	timer	SDR:fb_Al_ErYb	SDR:fb_Yb_ErYb	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb
60507.82469500	9940955.00000000	22737008.01301300	28855436.79996300	113927.22947400	105000000.00110000	100000000.00139999	28855436.79997000
60507.82470700	9942011.00000000	22737007.99914500	28855436.80006700	113927.22956500	104999999.99959999	99999999.99830000	28855436.80001000
60507.82471900	9943065.00000000	22737008.00575000	28855436.80002200	113927.22967300	105000000.00110000	100000000.00020000	28855436.79979000
60507.82473200	9944120.00000000	22737007.99282800	28855436.79986500	113927.22920000	105000000.00110000	100000000.00060000	28855436.80015000
60507.82474400	9945176.00000000	22737007.99703000	28855436.79996100	113927.22954000	104999999.99990000	99999999.99900000	28855436.79984000
60507.82475600	9946234.00000000	22737007.99961500	28855436.80012200	113927.22947300	105000000.00090000	100000000.00080000	28855436.79987000
60507.82476800	9947291.00000000	22737008.00337600	28855436.80011000	113927.22942400	105000000.00030001	99999999.99770001	28855436.80004000
60507.82478000	9948348.00000000	22737008.00024700	28855436.80000400	113927.22959800	105000000.00120001	100000000.00049999	28855436.79987000
60507.82479300	9949401.00000000	22737008.00095400	28855436.79988800	113927.22955400	104999999.99930000	100000000.00120001	28855436.80011000
60507.82480500	9950461.00000000	22737007.99474900	28855436.80000200	113927.22982100	105000000.00010000	99999999.99950001	28855436.80021000
60507.82481700	9951514.00000000	22737008.00898500	28855436.80000200	113927.22969900	105000000.00040001	99999999.99990000	28855436.80012000
60507.82482900	9952571.00000000	22737007.99832300	28855436.80005600	113927.22967200	105000000.00180000	99999999.99879999	28855436.80024000
60507.82484200	9953628.00000000	22737007.99410800	28855436.79997800	113927.22908600	104999999.99969999	99999999.99950001	28855436.80003000
60507.82485400	9954683.00000000	22737008.00798700	28855436.80010100	113927.22956500	104999999.99990000	100000000.00020000	28855436.80013000
60507.82486600	9955737.00000000	22737008.00117400	28855436.80057100	113927.22950900	105000000.00000000	99999999.99900000	28855436.80022000
60507.82487800	9956794.00000000	22737007.98591300	28855436.79942600	113927.22961900	105000000.00030001	100000000.00100000	28855436.80022000
60507.82489000	9957849.00000000	22737008.01753300	28855436.79999400	113927.22958600	105000000.00070000	99999999.99969999	28855436.79996000
60507.82490300	9958905.00000000	22737007.98857800	28855436.80008300	113927.22941900	105000000.00160000	99999999.99940000	28855436.80001000
60507.82491500	9959964.00000000	22737008.00315800	28855436.80007600	113927.22954500	104999999.99930000	100000000.00110000	28855436.80000000
60507.82492700	9961018.00000000	22737008.00343000	28855436.80003900	113927.22984200	104999999.99990000	99999999.99850000	28855436.80004000
60507.82493900	9962075.00000000	22737008.00378100	28855436.79998900	113927.22940100	105000000.00180000	100000000.00100000	28855436.79977000
60507.82495200	9963130.00000000	22737007.99619900	28855436.80002200	113927.22942400	104999999.99930000	100000000.00040001	28855436.79993000
60507.82496400	9964186.00000000	22737007.99172800	28855436.80001200	113927.22953600	105000000.00040001	100000000.00000000	28855436.80009000
60507.82497600	9965243.00000000	22737008.00681400	28855436.80003700	113927.22988000	105000000.00100000	100000000.00040001	28855436.80010000
60507.82498800	9966298.00000000	22737007.99312200	28855436.80000500	113927.22933800	105000000.00120001	99999999.99840000	28855436.79978000
60507.82500000	9967358.00000000	22737007.99937200	28855436.79991600	113927.22939800	104999999.99930000	100000000.00000000	28855436.80052000
60507.82501300	9968415.00000000	22737008.00647800	28855436.79998600	113927.22943600	105000000.00170000	100000000.00020000	28855436.80002000
60507.82502500	9969470.00000000	22737007.99690700	28855436.80003700	113927.22943000	105000000.00060000	100000000.00010000	28855436.79996000
60507.82503700	9970526.00000000	22737007.99524900	28855436.80010100	113927.22949100	105000000.00049999	100000000.00070000	28855436.80008000
60507.82504900	9971581.00000000	22737008.00309300	28855436.79987600	113927.22960800	105000000.00000000	99999999.99800000	28855436.79999000
60507.82506200	9972636.00000000	22737007.99773900	28855436.80036600	113927.22923100	105000000.00080000	99999999.99930000	28855436.79979000
60507.82507400	9973692.00000000	22737007.99853700	28855436.79952600	113927.22980100	104999999.99910000	100000000.00080000	28855436.80028000
60507.82508600	9974748.00000000	22737007.99856200	28855436.80018900	113927.22953000	105000000.00130001	99999999.99990000	28855436.79997000
60507.82509800	9975805.00000000	22737008.00716300	28855436.79987500	113927.22928300	104999999.99940000	100000000.00040001	28855436.80001000
60507.82511000	9976860.00000000	22737007.99752000	28855436.79990000	113927.22969400	104999999.99950001	99999999.99879999	28855436.80020000
60507.82512300	9977916.00000000	22737008.00382000	28855436.80011600	113927.22957600	104999999.99980000	100000000.00000000	28855436.79995000
60507.82513500	9978973.00000000	22737007.99625000	28855436.80009800	113927.22912300	105000000.00010000	100000000.00030001	28855436.79998000
60507.82514700	9980028.00000000	22737008.00847900	28855436.79989900	113927.22962800	105000000.00090000	99999999.99930000	28855436.79996000
60507.82515900	9981083.00000000	22737007.98999600	28855436.79980100	113927.22961300	105000000.00030001	100000000.00049999	28855436.79980000
60507.82517200	9982139.00000000	22737008.00201900	28855436.80010300	113927.22980600	105000000.00010000	99999999.99910000	28855436.79989000
60507.82518400	9983196.00000000	22737007.99803900	28855436.80000000	113927.22952300	105000000.00110000	99999999.99990000	28855436.79971000
60507.82519600	9984251.00000000	22737008.00044800	28855436.79988700	113927.22943000	105000000.00120001	100000000.00020000	28855436.79988000
60507.82520800	9985308.00000000	22737008.00013400	28855436.79992500	113927.22928300	105000000.00030001	99999999.99900000	28855436.80015000
60507.82522000	9986363.00000000	22737008.00069700	28855436.80002200	113927.22984400	105000000.00060000	100000000.00070000	28855436.79986000
60507.82523300	9987420.00000000	22737007.99767400	28855436.79994800	113927.22956700	104999999.99930000	99999999.99940000	28855436.79979000
60507.82524500	9988476.00000000	22737008.00826200	28855436.80002000	113927.22951100	105000000.00090000	100000000.00030001	28855436.80017000
60507.82525700	9989531.00000000	22737007.99364700	28855436.80031300	113927.22940000	105000000.00010000	100000000.00100000	28855436.80015000
60507.82526900	9990586.00000000	22737007.99466000	28855436.79963400	113927.22957700	105000000.00110000	99999999.99840000	28855436.80000000
60507.82528200	9991642.00000000	22737008.00895300	28855436.80032000	113927.22951300	104999999.99990000	99999999.99990000	28855436.79977000
60507.82529400	9992697.00000000	22737007.99516500	28855436.79980200	113927.22962500	105000000.00170000	99999999.99990000	28855436.80019000
60507.82530600	9993752.00000000	22737008.00558500	28855436.79985300	113927.22958100	105000000.00090000	100000000.00000000	28855436.79994000
60507.82531800	9994808.00000000	22737008.00390600	28855436.80014700	113927.22934800	104999999.99930000	100000000.00090000	28855436.79997000
60507.82533000	9995866.00000000	22737007.99031000	28855436.80008700	113927.22923300	105000000.00020000	99999999.99820000	28855436.80028000
60507.82534300	9996923.00000000	22737008.00508800	28855436.80000800	113927.22961900	105000000.00020000	100000000.00010000	28855436.80013000
60507.82535500	9997978.00000000	22737007.99336500	28855436.80001000	113927.22957500	105000000.00010000	100000000.00080000	28855436.79988000
60507.82536700	9999033.00000000	22737008.00150200	28855436.79999800	113927.22958000	105000000.00139999	100000000.00010000	28855436.80004000
60507.82537900	10000090.00000000	22737008.00186900	28855436.79994500	113927.22937600	104999999.99990000	100000000.00040001	28855436.79984000
60507.82539200	10001144.00000000	22737007.99678600	28855436.79997700	113927.22976100	105000000.00080000	99999999.99800000	28855436.80012000
60507.82540400	10002203.00000000	22737008.00088100	28855436.80007800	113927.22945500	105000000.00049999	99999999.99969999	28855436.80027000
60507.82541600	10003259.00000000	22737008.00698900	28855436.80000400	113927.22938800	104999999.99940000	100000000.00120001	28855436.80004000
60507.82542800	10004312.00000000	22737007.99682900	28855436.80007100	113927.22965600	104999999.99969999	99999999.99980000	28855436.80016000
60507.82544000	10005368.00000000	22737008.00519000	28855436.80004300	113927.22961000	104999999.99990000	100000000.00080000	28855436.79990000
60507.82545300	10006424.00000000	22737007.98775500	28855436.80013200	113927.22935100	105000000.00170000	99999999.99850000	28855436.79981000
60507.82546500	10007482.00000000	22737008.00744900	28855436.79978900	113927.22982600	105000000.00040001	100000000.00030001	28855436.79991000
60507.82547700	10008538.00000000	22737007.99366000	28855436.80037000	113927.22910200	105000000.00090000	100000000.00090000	28855436.79999000
60507.82548900	10009593.00000000	22737008.00322800	28855436.79950000	113927.22945700	104999999.99930000	99999999.99890000	28855436.79979000
60507.82550200	10010649.00000000	22737007.99956300	28855436.79993300	113927.22977800	104999999.99969999	100000000.00030001	28855436.80000000
60507.82551400	10011705.00000000	22737008.00475600	28855436.80008800	113927.22962900	105000000.00150000	99999999.99950001	28855436.80010000
60507.82552600	10012760.00000000	22737007.99307200	28855436.80006200	113927.22926600	104999999.99980000	100000000.00020000	28855436.79991000
60507.82553800	10013814.00000000	22737008.01102000	28855436.79992000	113927.22963500	105000000.00060000	100000000.00090000	28855436.80030000
60507.82555000	10014871.00000000	22737007.99584700	28855436.80011000	113927.22957600	105000000.00110000	99999999.99830000	28855436.80002000
60507.82556300	10015925.00000000	22737008.00047400	28855436.79999300	113927.22934700	104999999.99980000	100000000.00020000	28855436.80006000
60507.82557500	10016982.00000000	22737007.99994400	28855436.79999000	113927.22973600	104999999.99980000	100000000.00020000	28855436.80007000
60507.82558700	10018037.00000000	22737007.99969100	28855436.80002000	113927.22927600	105000000.00160000	99999999.99950001	28855436.79976000
60507.82559900	10019092.00000000	22737008.00049800	28855436.79999100	113927.22973100	105000000.00060000	100000000.00020000	28855436.79986000
60507.82561200	10020149.00000000	22737007.98784700	28855436.79987400	113927.22958600	104999999.99940000	99999999.99860001	28855436.79991000
60507.82562400	10021205.00000000	22737008.01223400	28855436.80006200	113927.22941900	104999999.99959999	100000000.00070000	28855436.80011000
60507.82563600	10022258.00000000	22737007.99936500	28855436.80004700	113927.22949100	105000000.00049999	100000000.00060000	28855436.79998000
60507.82564800	10023318.00000000	22737007.99614100	28855436.79987000	113927.22943900	105000000.00160000	100000000.00030001	28855436.80005000
60507.82566000	10024373.00000000	22737008.00280100	28855436.79991000	113927.22967300	105000000.00139999	100000000.00030001	28855436.79979000
60507.82567300	10025427.00000000	22737008.00108300	28855436.80002500	113927.22940000	104999999.99980000	99999999.99740000	28855436.80002000
60507.82568500	10026483.00000000	22737007.99890100	28855436.79974800	113927.22958200	105000000.00030001	100000000.00070000	28855436.79997000
60507.82569700	10027538.00000000	22737008.00073300	28855436.80035300	113927.22951300	105000000.00120001	100000000.00090000	28855436.79996000
60507.82570900	10028593.00000000	22737008.00268500	28855436.79967300	113927.22965500	104999999.99910000	99999999.99980000	28855436.79972000
60507.82572100	10029648.00000000	22737008.00066900	28855436.79971400	113927.22934200	105000000.00180000	100000000.00060000	28855436.80002000
60507.82573400	10030703.00000000	22737007.99390800	28855436.80033200	113927.22932600	105000000.00080000	99999999.99940000	28855436.80026000
60507.82574600	10031757.00000000	22737008.00167900	28855436.79998000	113927.22998000	105000000.00020000	99999999.99980000	28855436.80005000
60507.82575800	10032813.00000000	22737007.99965200	28855436.79992200	113927.22939200	105000000.00040001	100000000.00070000	28855436.79983000
60507.82577000	10033868.00000000	22737008.00749500	28855436.79992300	113927.22926000	104999999.99990000	99999999.99830000	28855436.80023000
60507.82578300	10034926.00000000	22737007.99723400	28855436.80018100	113927.22956400	105000000.00139999	100000000.00100000	28855436.80012000
60507.82579500	10035981.00000000	22737007.99831800	28855436.79998700	113927.22964800	105000000.00070000	99999999.99940000	28855436.79981000
60507.82580700	10037037.00000000	22737008.00108500	28855436.79993700	113927.22944500	105000000.00090000	99999999.99990000	28855436.80001000
60507.82581900	10038093.00000000	22737007.99910200	28855436.80000400	113927.22958500	105000000.00070000	100000000.00060000	28855436.79994000
60507.82583100	10039150.00000000	22737008.00410500	28855436.79995500	113927.22942500	104999999.99890000	99999999.99840000	28855436.80005000
60507.82584400	10040205.00000000	22737007.99419900	28855436.80010100	113927.22966800	105000000.00020000	99999999.99980000	28855436.80022000
60507.82585600	10041260.00000000	22737008.00432800	28855436.79997000	113927.22957000	105000000.00139999	100000000.00040001	28855436.79990000
60507.82586800	10042316.00000000	22737007.99943100	28855436.80014000	113927.22914700	104999999.99959999	99999999.99950001	28855436.80000000
60507.82588000	10043374.00000000	22737008.00109400	28855436.80006600	113927.22963300	105000000.00090000	100000000.00040001	28855436.80006000
60507.82589300	10044430.00000000	22737007.99401100	28855436.79986000	113927.23004000	105000000.00049999	99999999.99930000	28855436.80003000
60507.82590500	10045484.00000000	22737007.99520000	28855436.79935100	113927.22962300	104999999.99980000	100000000.00010000	28855436.79971000
60507.82591700	10046539.00000000	22737008.00542800	28855436.80003900	113927.22967600	105000000.00070000	100000000.00060000	28855436.80013000
60507.82592900	10047595.00000000	22737007.99922600	28855436.80016400	113927.22950800	105000000.00000000	99999999.99980000	28855436.80018000
60507.82594100	10048649.00000000	22737007.99352100	28855436.79998800	113927.22961500	105000000.00010000	100000000.00060000	28855436.80009000
60507.82595400	10049705.00000000	22737008.01076100	28855436.80014000	113927.22911500	105000000.00040001	99999999.99879999	28855436.79985000
60507.82596600	10050761.00000000	22737007.98811000	28855436.79991700	113927.22971200	105000000.00010000	99999999.99990000	28855436.79981000
60507.82597800	10051817.00000000	22737008.00396300	28855436.79992200	113927.22978700	105000000.00150000	100000000.00049999	28855436.80000000
60507.82599000	10052876.00000000	22737007.99946400	28855436.79994100	113927.22955900	105000000.00100000	99999999.99950001	28855436.79997000
60507.82600300	10053933.00000000	22737007.99492700	28855436.80011100	113927.22913200	105000000.00040001	100000000.00090000	28855436.79988000
60507.82601500	10054986.00000000	22737008.00845900	28855436.79999800	113927.22963000	105000000.00049999	99999999.99869999	28855436.79983000
60507.82602700	10056043.00000000	22737007.99482600	28855436.79994300	113927.22948100	104999999.99940000	100000000.00000000	28855436.79988000
60507.82603900	10057099.00000000	22737008.00322400	28855436.79998900	113927.22932200	105000000.00110000	100000000.00040001	28855436.80006000
60507.82605100	10058157.00000000	22737008.00042300	28855436.79996200	113927.22977600	104999999.99969999	99999999.99910000	28855436.79992000
60507.82606400	10059213.00000000	22737007.99374900	28855436.79993200	113927.22940000	105000000.00030001	100000000.00040001	28855436.80013000
60507.82607600	10060270.00000000	22737008.00503300	28855436.80000100	113927.22953900	104999999.99980000	99999999.99969999	28855436.79985000
60507.82608800	10061326.00000000	22737008.00778300	28855436.79984400	113927.22939100	105000000.00030001	99999999.99959999	28855436.79985000
60507.82610000	10062383.00000000	22737007.99560100	28855436.80029200	113927.22938800	105000000.00010000	100000000.00040001	28855436.79983000
60507.82611300	10063438.00000000	22737007.99843400	28855436.79951200	113927.22959700	105000000.00030001	99999999.99890000	28855436.80000000
60507.82612500	10064494.00000000	22737007.99923400	28855436.79971200	113927.22940600	105000000.00150000	100000000.00080000	28855436.79991000
60507.82613700	10065550.00000000	22737008.00290900	28855436.79987300	113927.22933700	105000000.00000000	100000000.00010000	28855436.80017000
60507.82614900	10066607.00000000	22737007.99821400	28855436.80008500	113927.22954200	105000000.00160000	100000000.00010000	28855436.79991000
60507.82616100	10067663.00000000	22737007.99807900	28855436.80002300	113927.22977200	104999999.99959999	100000000.00120001	28855436.80025000
60507.82617400	10068718.00000000	22737007.99939600	28855436.80007800	113927.22931200	105000000.00110000	99999999.99789999	28855436.79986000
60507.82618600	10069776.00000000	22737008.00359000	28855436.79999300	113927.22922200	105000000.00090000	99999999.99980000	28855436.80015000
60507.82619800	10070833.00000000	22737008.00071600	28855436.80014100	113927.22972400	105000000.00120001	100000000.00049999	28855436.80026000
60507.82621000	10071889.00000000	22737007.99320000	28855436.80010700	113927.22970600	105000000.00030001	99999999.99969999	28855436.79994000
60507.82622300	10072945.00000000	22737008.00322200	28855436.80003200	113927.22942300	104999999.99980000	100000000.00049999	28855436.80012000
60507.82623500	10074000.00000000	22737007.99120000	28855436.80012000	113927.22954600	105000000.00000000	99999999.99879999	28855436.79991000
60507.82624700	10075055.00000000	22737008.00842000	28855436.79990400	113927.22935500	105000000.00180000	99999999.99990000	28855436.79969000
60507.82625900	10076113.00000000	22737008.00126000	28855436.79969700	113927.22967700	105000000.00070000	100000000.00110000	28855436.80000000
60507.82627100	10077170.00000000	22737007.99997700	28855436.79995600	113927.22957600	105000000.00060000	99999999.99990000	28855436.80004000
60507.82628400	10078228.00000000	22737008.00224400	28855436.79998100	113927.22939900	104999999.99940000	100000000.00020000	28855436.79987000
60507.82629600	10079284.00000000	22737008.00391600	28855436.79999000	113927.22953100	105000000.00150000	99999999.99850000	28855436.80016000
60507.82630800	10080342.00000000	22737007.98964100	28855436.80012300	113927.22964900	104999999.99990000	100000000.00070000	28855436.79993000
60507.82632000	10081398.00000000	22737008.00907400	28855436.80043300	113927.22940700	105000000.00100000	100000000.00080000	28855436.80009000
60507.82633300	10082451.00000000	22737008.00448600	28855436.80013500	113927.22940500	105000000.00070000	99999999.99940000	28855436.79994000
60507.82634500	10083508.00000000	22737007.99827400	28855436.79978300	113927.22939000	104999999.99940000	100000000.00060000	28855436.80002000
60507.82635700	10084565.00000000	22737008.00567000	28855436.79987200	113927.22955500	105000000.00120001	99999999.99850000	28855436.79976000
60507.82636900	10085622.00000000	22737007.99341700	28855436.79995800	113927.22965900	105000000.00080000	99999999.99959999	28855436.79976000
60507.82638200	10086680.00000000	22737008.00211700	28855436.79997700	113927.22962400	105000000.00060000	100000000.00049999	28855436.79995000
60507.82639400	10087737.00000000	22737008.00182500	28855436.80004900	113927.22930100	104999999.99930000	99999999.99910000	28855436.80003000
60507.82640600	10088794.00000000	22737008.00298500	28855436.80000200	113927.22947600	105000000.00030001	100000000.00040001	28855436.80000000
60507.82641800	10089851.00000000	22737007.99263500	28855436.80002900	113927.22941000	105000000.00139999	99999999.99950001	28855436.80033000
60507.82643000	10090906.00000000	22737008.00501600	28855436.80010300	113927.22954700	105000000.00070000	99999999.99969999	28855436.80005000
60507.82644300	10091962.00000000	22737007.99184400	28855436.80000300	113927.22952300	105000000.00049999	100000000.00090000	28855436.79981000
60507.82645500	10093018.00000000	22737008.00192100	28855436.79977700	113927.22974500	104999999.99930000	99999999.99879999	28855436.79995000
60507.82646700	10094079.00000000	22737008.00782200	28855436.79998300	113927.22941700	104999999.99959999	100000000.00049999	28855436.79983000
60507.82647900	10095136.00000000	22737007.99320500	28855436.79979200	113927.22909400	105000000.00049999	100000000.00010000	28855436.79982000
60507.82649200	10096191.00000000	22737008.00067100	28855436.79976400	113927.22981800	105000000.00040001	99999999.99959999	28855436.79993000
60507.82650400	10097247.00000000	22737008.00593500	28855436.80013500	113927.22975600	104999999.99969999	100000000.00139999	28855436.79984000
60507.82651600	10098305.00000000	22737007.99356900	28855436.80023300	113927.22955000	105000000.00170000	99999999.99830000	28855436.80010000
60507.82652800	10099362.00000000	22737007.99742200	28855436.79968600	113927.22928900	104999999.99969999	100000000.00000000	28855436.80012000
60507.82654100	10100418.00000000	22737008.00807100	28855436.80040800	113927.22977900	105000000.00010000	100000000.00100000	28855436.80005000
60507.82655300	10101475.00000000	22737007.99777200	28855436.79989900	113927.22949900	104999999.99969999	99999999.99969999	28855436.80008000
60507.82656500	10102529.00000000	22737008.00718800	28855436.80021900	113927.22961000	105000000.00030001	100000000.00000000	28855436.80022000
60507.82657700	10103585.00000000	22737007.99278400	28855436.80010000	113927.22926100	105000000.00120001	99999999.99869999	28855436.79987000
60507.82658900	10104641.00000000	22737008.00727600	28855436.79985300	113927.22968400	105000000.00110000	100000000.00049999	28855436.79992000
60507.82660200	10105695.00000000	22737008.01067000	28855436.79999000	113927.22957800	105000000.00080000	100000000.00130001	28855436.79978000
60507.82661400	10106752.00000000	22737007.98575000	28855436.80001300	113927.22935000	104999999.99930000	99999999.99940000	28855436.80006000
60507.82663200	10108324.00000000	22737008.00032200	28855436.80007600	113927.22957300	105000000.00139999	100000000.00070000	28855436.80002000
60507.82664400	10109381.00000000	22737007.99863000	28855436.80003900	113927.22962600	105000000.00090000	99999999.99890000	28855436.79988000
60507.82665700	10110436.00000000	22737008.00029300	28855436.79998600	113927.22960600	104999999.99940000	100000000.00080000	28855436.80022000
60507.82666900	10111493.00000000	22737008.00000500	28855436.79991100	113927.22950100	105000000.00030001	99999999.99860001	28855436.79989000
60507.82668100	10112585.00000000	22737008.00387200	28855436.79994100	113927.22953100	105000000.00030001	100000000.00020000	28855436.79988000
60507.82669400	10113640.00000000	22737007.99582600	28855436.79988500	113927.22953900	105000000.00060000	100000000.00100000	28855436.79989000
60507.82670600	10114696.00000000	22737008.00319500	28855436.79996400	113927.22934600	105000000.00150000	99999999.99840000	28855436.80007000
60507.82671800	10115753.00000000	22737007.99852800	28855436.79999800	113927.22980800	105000000.00110000	100000000.00080000	28855436.79976000
60507.82673000	10116810.00000000	22737007.99372100	28855436.80034000	113927.22944000	105000000.00080000	100000000.00049999	28855436.80003000
60507.82674300	10117866.00000000	22737008.00128900	28855436.79953800	113927.22944800	105000000.00000000	99999999.99990000	28855436.80008000
60507.82675500	10118921.00000000	22737008.00047000	28855436.80009500	113927.22991800	104999999.99959999	100000000.00070000	28855436.80016000
60507.82676700	10119976.00000000	22737008.00200200	28855436.79989100	113927.22950700	105000000.00040001	99999999.99820000	28855436.79998000
60507.82677900	10121033.00000000	22737007.99964300	28855436.79992100	113927.22935400	105000000.00110000	100000000.00049999	28855436.79992000
60507.82679100	10122089.00000000	22737008.00997000	28855436.80007200	113927.22945800	105000000.00110000	100000000.00030001	28855436.80034000
60507.82680400	10123143.00000000	22737007.99031500	28855436.80015200	113927.22962100	105000000.00030001	100000000.00030001	28855436.80008000
60507.82681600	10124197.00000000	22737007.99466200	28855436.80000400	113927.22976500	105000000.00070000	100000000.00120001	28855436.79994000
60507.82682800	10125254.00000000	22737007.99644300	28855436.80020700	113927.22952200	105000000.00100000	99999999.99830000	28855436.80003000
60507.82684000	10126311.00000000	22737008.00626000	28855436.80002200	113927.22951900	105000000.00070000	100000000.00049999	28855436.79978000
60507.82685200	10127369.00000000	22737008.00774400	28855436.79997000	113927.22933200	104999999.99910000	100000000.00090000	28855436.79981000
60507.82686500	10128426.00000000	22737007.99299400	28855436.79988900	113927.22968000	105000000.00100000	99999999.99969999	28855436.79985000
60507.82687700	10129482.00000000	22737008.00200300	28855436.80013800	113927.22962600	104999999.99969999	100000000.00100000	28855436.80000000
60507.82688900	10130539.00000000	22737007.99257900	28855436.80004900	113927.22968000	104999999.99990000	99999999.99830000	28855436.80017000
60507.82690100	10131594.00000000	22737008.00287600	28855436.79983000	113927.22929900	105000000.00010000	100000000.00020000	28855436.80008000
60507.82691400	10132651.00000000	22737007.99438300	28855436.80021400	113927.22936900	105000000.00150000	100000000.00090000	28855436.80005000
60507.82692600	10133706.00000000	22737008.00131100	28855436.80022700	113927.22958600	104999999.99940000	99999999.99860001	28855436.80000000
60507.82693800	10134762.00000000	22737008.00312900	28855436.79971100	113927.22950300	105000000.00139999	100000000.00080000	28855436.79994000
60507.82695000	10135818.00000000	22737008.00013000	28855436.80042800	113927.22958200	104999999.99969999	99999999.99900000	28855436.80016000
60507.82696300	10136876.00000000	22737008.00135900	28855436.79945300	113927.22962300	105000000.00139999	100000000.00000000	28855436.80018000
60507.82697500	10137932.00000000	22737008.00115600	28855436.79990000	113927.22932800	105000000.00060000	100000000.00070000	28855436.79984000
60507.82698700	10138989.00000000	22737007.99077900	28855436.80000400	113927.22952100	104999999.99940000	99999999.99879999	28855436.79997000
60507.82699900	10140045.00000000	22737008.00748000	28855436.80002100	113927.22965700	105000000.00070000	100000000.00060000	28855436.80001000
60507.82701100	10141103.00000000	22737008.00270100	28855436.80005100	113927.22966700	105000000.00110000	99999999.99990000	28855436.80012000
60507.82702400	10142159.00000000	22737008.00112800	28855436.79996300	113927.22941400	104999999.99940000	99999999.99950001	28855436.79976000
60507.82703600	10143216.00000000	22737007.99805800	28855436.79996900	113927.22944900	105000000.00139999	100000000.00110000	28855436.80007000
60507.82704800	10144272.00000000	22737007.99466400	28855436.80000200	113927.22975800	104999999.99930000	99999999.99890000	28855436.80006000
60507.82706000	10145329.00000000	22737008.01244800	28855436.80008300	113927.22953800	105000000.00000000	100000000.00040001	28855436.80025000
60507.82707300	10146385.00000000	22737007.99570300	28855436.80007500	113927.22923600	105000000.00190000	100000000.00070000	28855436.80000000
60507.82708500	10147440.00000000	22737007.99733300	28855436.80002800	113927.22951400	105000000.00090000	99999999.99969999	28855436.80016000
60507.82709700	10148496.00000000	22737008.00117800	28855436.79984100	113927.22958900	105000000.00080000	100000000.00110000	28855436.79972000
60507.82710900	10149552.00000000	22737007.99999800	28855436.79998700	113927.22944200	104999999.99959999	99999999.99830000	28855436.80011000
60507.82712100	10150606.00000000	22737007.99539200	28855436.79993200	113927.22957800	104999999.99990000	100000000.00010000	28855436.79999000
60507.82713400	10151661.00000000	22737008.00233700	28855436.80014900	113927.22933000	105000000.00160000	99999999.99969999	28855436.79991000
60507.82714600	10152716.00000000	22737007.99865200	28855436.80033900	113927.22979700	105000000.00040001	100000000.00020000	28855436.80015000
60507.82715800	10153772.00000000	22737007.99974300	28855436.79963600	113927.22959000	104999999.99959999	99999999.99980000	28855436.80013000
60507.82717000	10154827.00000000	22737007.99564100	28855436.80028200	113927.22950100	105000000.00139999	99999999.99820000	28855436.79997000
60507.82718300	10155883.00000000	22737007.99596500	28855436.79964700	113927.22945200	105000000.00080000	100000000.00060000	28855436.79999000
60507.82719500	10156938.00000000	22737008.01675300	28855436.79994600	113927.22939500	105000000.00040001	100000000.00020000	28855436.80016000
60507.82720700	10157992.00000000	22737007.99556400	28855436.80015400	113927.22957300	105000000.00100000	99999999.99879999	28855436.80003000
60507.82721900	10159049.00000000	22737008.00208500	28855436.79998600	113927.22952100	105000000.00030001	99999999.99990000	28855436.79988000
60507.82723100	10160108.00000000	22737007.99772800	28855436.79987500	113927.22966800	105000000.00049999	99999999.99940000	28855436.79996000
60507.82724400	10161164.00000000	22737008.00190800	28855436.80006700	113927.22948000	105000000.00080000	100000000.00049999	28855436.79977000
60507.82725600	10162219.00000000	22737007.99325900	28855436.80012800	113927.22951000	104999999.99940000	100000000.00090000	28855436.80001000
60507.82726800	10163275.00000000	22737008.00547200	28855436.80012800	113927.22963100	104999999.99990000	99999999.99900000	28855436.80024000
60507.82728000	10164332.00000000	22737007.99457500	28855436.80005200	113927.22967000	105000000.00150000	100000000.00130001	28855436.80014000
60507.82729300	10165388.00000000	22737007.99682300	28855436.80006300	113927.22936900	104999999.99930000	100000000.00020000	28855436.79988000
60507.82730500	10166445.00000000	22737008.00913400	28855436.79995500	113927.22921000	105000000.00110000	99999999.99980000	28855436.79995000
60507.82731700	10167512.00000000	22737007.99134300	28855436.79981800	113927.22940100	104999999.99950001	100000000.00060000	28855436.79961000
60507.82732900	10168568.00000000	22737008.00665300	28855436.79997100	113927.22993000	105000000.00100000	99999999.99950001	28855436.80007000
60507.82734200	10169625.00000000	22737007.99108300	28855436.79994800	113927.22943600	105000000.00150000	100000000.00010000	28855436.79982000
60507.82735400	10170683.00000000	22737008.00702800	28855436.80005200	113927.22933100	104999999.99950001	100000000.00030001	28855436.80006000
60507.82736600	10171741.00000000	22737007.99027400	28855436.80044500	113927.22939100	105000000.00130001	100000000.00040001	28855436.79986000
60507.82737800	10172796.00000000	22737008.00331400	28855436.79944500	113927.22957500	105000000.00060000	100000000.00040001	28855436.80000000
60507.82739100	10173853.00000000	22737007.99665100	28855436.80012900	113927.22952500	105000000.00049999	99999999.99840000	28855436.79997000
60507.82740300	10174911.00000000	22737008.00493700	28855436.79984000	113927.22956900	104999999.99959999	99999999.99980000	28855436.80012000
60507.82741500	10175965.00000000	22737008.00432000	28855436.80000500	113927.22971100	105000000.00130001	99999999.99920000	28855436.79996000
60507.82742700	10177022.00000000	22737007.99776200	28855436.79996900	113927.22961500	105000000.00070000	99999999.99930000	28855436.79993000
