fo_ErYb,SDR:fb_Yb_ErYb,SDR:frep_ErYb,fb_Si_ErYb,MJD,nuSi,nuSr,nuYb
105000000.00010000,28855436.79991300,113927.22972200,100000000.00040001,60507.923916,194397939719204.44347200,429228169936193.0243784143615,518295773594875.84028800
105000000.00049999,28855436.79995400,113927.22932100,100000000.00020000,60507.923928,194397939719126.49869600,429228169936020.9231165349180,518295773594668.02716900
105000000.00170000,28855436.79983900,113927.22935400,100000000.00120001,60507.92394,194397939719132.91310400,429228169936035.0860632731266,518295773594685.12922000
105000000.00030001,28855436.79996700,113927.22951000,99999999.99760000,60507.923952,194397939719163.23576000,429228169936102.0381751264762,518295773594765.97393600
104999999.99940000,28855436.79992200,113927.22963600,99999999.99930000,60507.923965,194397939719187.72713600,429228169936156.1148808541816,518295773594831.27188800
105000000.00120001,28855436.79995600,113927.22940500,100000000.00080000,60507.923977,194397939719142.82628000,429228169936056.9742536867217,518295773594711.55907300
104999999.99959999,28855436.79991800,113927.22981000,99999999.99920000,60507.923989,194397939719221.54856000,429228169936230.7922363829177,518295773594921.44513400
105000000.00010000,28855436.80016800,113927.22968500,99999999.99969999,60507.924001,194397939719197.25156000,429228169936177.1447108594004,518295773594856.66500900
105000000.00180000,28855436.80024800,113927.22902400,99999999.99869999,60507.924014,194397939719068.76902400,429228169935893.4565958910410,518295773594514.11019200
105000000.00120001,28855436.80005700,113927.22930400,100000000.00000000,60507.924026,194397939719123.19430400,429228169936013.6270530637197,518295773594659.21693400
104999999.99940000,28855436.80051700,113927.22963500,100000000.00150000,60507.924038,194397939719187.53276000,429228169936155.6857006499935,518295773594830.75246100
105000000.00100000,28855436.79956900,113927.22986200,99999999.99850000,60507.92405,194397939719231.65611200,429228169936253.1096070007009,518295773594948.39415600
104999999.99950001,28855436.79984300,113927.22923700,100000000.00070000,60507.924062,194397939719110.17111200,429228169935984.8719793831144,518295773594624.49548300
105000000.00000000,28855436.80008200,113927.22937000,99999999.99950001,60507.924075,194397939719136.02312000,429228169936041.9529465401368,518295773594693.42052600
105000000.00139999,28855436.80001200,113927.22969600,99999999.99950001,60507.924087,194397939719199.38969600,429228169936181.8656931054699,518295773594862.36592800
105000000.00130001,28855436.80007100,113927.22927500,99999999.99950001,60507.924099,194397939719117.55740000,429228169936001.1808271422637,518295773594644.18803300
105000000.00020000,28855436.79985000,113927.22961000,99999999.99950001,60507.924111,194397939719182.67336000,429228169936144.9561955452900,518295773594817.79787000
104999999.99940000,28855436.80004900,113927.22976300,100000000.00100000,60507.924123,194397939719212.41288800,429228169936210.6207667860752,518295773594897.08773300
104999999.99980000,28855436.79991600,113927.22933000,100000000.00030001,60507.924136,194397939719128.24808000,429228169936024.7857383726113,518295773594672.69137800
104999999.99990000,28855436.80018900,113927.22973100,100000000.00040001,60507.924148,194397939719206.19285600,429228169936196.8870002520547,518295773594880.50386900
105000000.00170000,28855436.79985600,113927.22931200,100000000.00060000,60507.92416,194397939719124.74931200,429228169936017.0604946972248,518295773594663.36323200
105000000.00010000,28855436.79997300,113927.22940400,99999999.99699999,60507.924172,194397939719142.63190400,429228169936056.5450734825335,518295773594711.04080200
105000000.00100000,28855436.79982700,113927.22949100,100000000.00150000,60507.924185,194397939719159.54261600,429228169936093.8837512469016,518295773594756.12771300
104999999.99930000,28855436.79992000,113927.22973100,100000000.00020000,60507.924197,194397939719206.19285600,429228169936196.8870002520547,518295773594880.50440700
105000000.00170000,28855436.79986600,113927.22961900,100000000.00010000,60507.924209,194397939719184.42274400,429228169936148.8188173829833,518295773594822.46197100
104999999.99930000,28855436.79997900,113927.22930600,100000000.00030001,60507.924221,194397939719123.58305600,429228169936014.4854134720960,518295773594660.25356400
105000000.00160000,28855436.80050700,113927.22941700,99999999.99840000,60507.924233,194397939719145.15879200,429228169936062.1244161369793,518295773594717.77681500
104999999.99940000,28855436.79954900,113927.22963800,99999999.99940000,60507.924246,194397939719188.11588800,429228169936156.9732412625579,518295773594832.30910800
105000000.00120001,28855436.80032100,113927.22960700,100000000.00040001,60507.924258,194397939719182.09023200,429228169936143.6686549327256,518295773594816.24221700
105000000.00090000,28855436.79981800,113927.22961300,99999999.99950001,60507.92427,194397939719183.25648800,429228169936146.2437361578544,518295773594819.35264500
105000000.00090000,28855436.79987000,113927.22924000,100000000.00080000,60507.924282,194397939719110.75424000,429228169935986.1595199956788,518295773594626.05014000
105000000.00040001,28855436.80008100,113927.22979700,99999999.99890000,60507.924294,194397939719219.02167200,429228169936225.2128937284719,518295773594914.70772700
105000000.00049999,28855436.80000700,113927.22930000,100000000.00070000,60507.924307,194397939719122.41680000,429228169936011.9103322469671,518295773594657.14408600
104999999.99930000,28855436.79985900,113927.22965200,100000000.00160000,60507.924319,194397939719190.83715200,429228169936162.9817641211918,518295773594839.56380600
105000000.00070000,28855436.80011400,113927.22943200,99999999.99930000,60507.924331,194397939719148.07443200,429228169936068.5621191998014,518295773594725.55115600
105000000.00040001,28855436.79998100,113927.22951200,100000000.00090000,60507.924343,194397939719163.62451200,429228169936102.8965355348525,518295773594767.01038200
105000000.00040001,28855436.80006900,113927.22943200,99999999.99860001,60507.924356,194397939719148.07443200,429228169936068.5621191998014,518295773594725.55124600
104999999.99990000,28855436.79986100,113927.22953300,100000000.00020000,60507.924368,194397939719167.70640800,429228169936111.9093198228034,518295773594777.89359900
105000000.00150000,28855436.80004900,113927.22934300,100000000.00040001,60507.92438,194397939719130.77496800,429228169936030.3650810270571,518295773594679.42819300
104999999.99930000,28855436.79990200,113927.22983300,99999999.99910000,60507.924392,194397939719226.01920800,429228169936240.6633810792448,518295773594933.36461700
105000000.00150000,28855436.79998300,113927.22952700,100000000.00049999,60507.924404,194397939719166.54015200,429228169936109.3342385976745,518295773594774.78393300
105000000.00100000,28855436.80012300,113927.22931500,99999999.99930000,60507.924417,194397939719125.33244000,429228169936018.3480353097892,518295773594664.91740900
105000000.00030001,28855436.80019600,113927.22961900,100000000.00030001,60507.924429,194397939719184.42274400,429228169936148.8188173829833,518295773594822.46131100
105000000.00049999,28855436.79992000,113927.22952200,100000000.00090000,60507.924441,194397939719165.56827200,429228169936107.1883375767338,518295773594772.19287400
105000000.00090000,28855436.80050000,113927.22959500,99999999.99789999,60507.924453,194397939719179.75772000,429228169936138.5184924824679,518295773594810.02301500
105000000.00080000,28855436.79953300,113927.22939200,100000000.00060000,60507.924466,194397939719140.29939200,429228169936051.3949110322759,518295773594704.82283800
105000000.00049999,28855436.80002800,113927.22928400,100000000.00020000,60507.924478,194397939719119.30678400,429228169936005.0434489799569,518295773594648.85225200
104999999.99940000,28855436.79996800,113927.22972900,100000000.00010000,60507.92449,194397939719205.80410400,429228169936196.0286398436785,518295773594879.46783700
105000000.00150000,28855436.79994000,113927.22970500,100000000.00110000,60507.924502,194397939719201.13908000,429228169936185.7283149431631,518295773594867.03020500
104999999.99940000,28855436.80016700,113927.22909500,99999999.99869999,60507.924514,194397939719082.56972000,429228169935923.9283903883988,518295773594550.90518100
105000000.00170000,28855436.79996300,113927.22969500,100000000.00070000,60507.924527,194397939719199.19532000,429228169936181.4365129012818,518295773594861.84778900
105000000.00040001,28855436.79984500,113927.22942200,100000000.00080000,60507.924539,194397939719146.13067200,429228169936064.2703171579200,518295773594720.36932400
104999999.99969999,28855436.79989900,113927.22948400,99999999.99990000,60507.924551,194397939719158.18198400,429228169936090.8794898175846,518295773594752.49991000
105000000.00150000,28855436.79993800,113927.22950500,100000000.00130001,60507.924563,194397939719162.26388000,429228169936099.8922741055355,518295773594763.38280900
105000000.00090000,28855436.79993600,113927.22931300,99999999.99810000,60507.924576,194397939719124.94368800,429228169936017.4896749014129,518295773594663.88130900
104999999.99930000,28855436.79991400,113927.22959100,100000000.00010000,60507.924588,194397939719178.98021600,429228169936136.8017716657154,518295773594807.95123900
104999999.99959999,28855436.80007300,113927.22971200,100000000.00020000,60507.9246,194397939719202.49971200,429228169936188.7325763724801,518295773594870.65759800
105000000.00010000,28855436.80009900,113927.22963100,99999999.99950001,60507.924612,194397939719186.75525600,429228169936153.9689798332409,518295773594828.68034900
105000000.00010000,28855436.79988400,113927.22921900,100000000.00060000,60507.924624,194397939719106.67234400,429228169935977.1467357077279,518295773594615.16713500
104999999.99980000,28855436.80022500,113927.22953600,99999999.99920000,60507.924637,194397939719168.28953600,429228169936113.1968604353678,518295773594779.44758200
105000000.00010000,28855436.80017700,113927.22962400,99999999.99990000,60507.924649,194397939719185.39462400,429228169936150.9647184039239,518295773594825.05253400
105000000.00010000,28855436.79974400,113927.22944100,100000000.00049999,60507.924661,194397939719149.82381600,429228169936072.4247410374946,518295773594730.21602900
105000000.00060000,28855436.80043200,113927.22969900,99999999.99850000,60507.924673,194397939719199.97282400,429228169936183.1532337180343,518295773594863.91979900
105000000.00010000,28855436.79955300,113927.22931700,100000000.00060000,60507.924685,194397939719125.72119200,429228169936019.2063957181655,518295773594665.95502300
105000000.00040001,28855436.79993200,113927.22977800,99999999.99980000,60507.924698,194397939719215.32852800,429228169936217.0584698488972,518295773594904.86152200
105000000.00100000,28855436.80029300,113927.22984000,100000000.00060000,60507.92471,194397939719227.37984000,429228169936243.6676425085618,518295773594936.99149400
105000000.00139999,28855436.80006200,113927.22907600,100000000.00020000,60507.924722,194397939719078.87657600,429228169935915.7739665088242,518295773594541.05888800
104999999.99980000,28855436.79985800,113927.22961900,99999999.99789999,60507.924734,194397939719184.42274400,429228169936148.8188173829833,518295773594822.46198700
105000000.00000000,28855436.79983700,113927.22967400,100000000.00080000,60507.924747,194397939719195.11342400,429228169936172.4237286133309,518295773594850.96506400
105000000.00170000,28855436.79993700,113927.22939300,99999999.99969999,60507.924759,194397939719140.49376800,429228169936051.8240912364640,518295773594705.34026700
105000000.00100000,28855436.79988600,113927.22951600,99999999.99940000,60507.924771,194397939719164.40201600,429228169936104.6132563516050,518295773594769.08352000
105000000.00060000,28855436.80013700,113927.22954400,100000000.00049999,60507.924783,194397939719169.84454400,429228169936116.6303020688729,518295773594783.59365400
105000000.00040001,28855436.79999600,113927.22936200,99999999.99850000,60507.924795,194397939719134.46811200,429228169936038.5195049066317,518295773594689.27480200
104999999.99920000,28855436.79988700,113927.22969100,100000000.00070000,60507.924808,194397939719198.41781600,429228169936179.7197920845292,518295773594859.77499300
104999999.99990000,28855436.80002800,113927.22967700,99999999.99990000,60507.92482,194397939719195.69655200,429228169936173.7112692258953,518295773594852.51939300
105000000.00040001,28855436.79995500,113927.22929900,100000000.00020000,60507.924832,194397939719122.22242400,429228169936011.4811520427790,518295773594656.62595300
105000000.00130001,28855436.79989700,113927.22944400,99999999.99950001,60507.924844,194397939719150.40694400,429228169936073.7122816500591,518295773594731.77043400
104999999.99959999,28855436.80030600,113927.22968300,99999999.99830000,60507.924856,194397939719196.86280800,429228169936176.2863504510241,518295773594855.62825900
105000000.00150000,28855436.80034500,113927.22918600,100000000.00110000,60507.924869,194397939719100.25793600,429228169935962.9837889695194,518295773594598.06439200
105000000.00070000,28855436.79943600,113927.22964900,100000000.00049999,60507.924881,194397939719190.25402400,429228169936161.6942235086274,518295773594838.00994100
104999999.99950001,28855436.80027300,113927.22964200,99999999.99980000,60507.924893,194397939719188.89339200,429228169936158.6899620793104,518295773594834.38060800
105000000.00070000,28855436.79985300,113927.22938200,100000000.00090000,60507.924905,194397939719138.35563200,429228169936047.1031089903945,518295773594699.63982800
104999999.99969999,28855436.79990800,113927.22950100,99999999.99820000,60507.924917,194397939719161.48637600,429228169936098.1755532887829,518295773594761.30992100
105000000.00040001,28855436.80014400,113927.22958000,100000000.00040001,60507.92493,194397939719176.84208000,429228169936132.0807894196459,518295773594802.25017200
105000000.00020000,28855436.79997900,113927.22955500,100000000.00000000,60507.924942,194397939719171.98268000,429228169936121.3512843149424,518295773594789.29457700
105000000.00020000,28855436.79998200,113927.22941600,99999999.99830000,60507.924954,194397939719144.96441600,429228169936061.6952359327912,518295773594717.25962800
105000000.00160000,28855436.80027900,113927.22953900,100000000.00049999,60507.924966,194397939719168.87266400,429228169936114.4844010479322,518295773594781.00218500
104999999.99969999,28855436.79998900,113927.22961300,99999999.99959999,60507.924979,194397939719183.25648800,429228169936146.2437361578544,518295773594819.35230300
105000000.00100000,28855436.80017300,113927.22938800,100000000.00040001,60507.924991,194397939719139.52188800,429228169936049.6781902155233,518295773594702.74861000
105000000.00130001,28855436.79990300,113927.22925500,100000000.00139999,60507.925003,194397939719113.66988000,429228169935992.5972230585009,518295773594633.82362900
104999999.99930000,28855436.80017300,113927.22956300,99999999.99830000,60507.925015,194397939719173.53768800,429228169936124.7847259484475,518295773594793.44008500
105000000.00150000,28855436.79989400,113927.22972300,99999999.99969999,60507.925028,194397939719204.63784800,429228169936193.4535586185496,518295773594876.35856300
104999999.99950001,28855436.79972400,113927.22943000,100000000.00020000,60507.92504,194397939719147.68568000,429228169936067.7037587914251,518295773594724.51546200
105000000.00139999,28855436.80001900,113927.22961700,99999999.99959999,60507.925052,194397939719184.03399200,429228169936147.9604569746070,518295773594821.42519100
104999999.99959999,28855436.80003900,113927.22939200,100000000.00080000,60507.925064,194397939719140.29939200,429228169936051.3949110322759,518295773594704.82182600
105000000.00190000,28855436.79987300,113927.22932600,99999999.99910000,60507.925076,194397939719127.47057600,429228169936023.0690175558587,518295773594670.61851600
105000000.00080000,28855436.80059100,113927.22969500,100000000.00000000,60507.925089,194397939719199.19532000,429228169936181.4365129012818,518295773594861.84653300
105000000.00020000,28855436.79935100,113927.22949400,100000000.00100000,60507.925101,194397939719160.12574400,429228169936095.1712918594660,518295773594757.68337600
105000000.00070000,28855436.80008200,113927.22942700,99999999.99969999,60507.925113,194397939719147.10255200,429228169936066.4162181788607,518295773594722.96003500
105000000.00070000,28855436.80005200,113927.22967100,100000000.00100000,60507.925125,194397939719194.53029600,429228169936171.1361880007664,518295773594849.40992300
104999999.99940000,28855436.80001800,113927.22945600,99999999.99750000,60507.925137,194397939719152.73945600,429228169936078.8624441003167,518295773594737.98903600
105000000.00000000,28855436.80007000,113927.22943000,100000000.00049999,60507.92515,194397939719147.68568000,429228169936067.7037587914251,518295773594724.51477000
105000000.00139999,28855436.80003400,113927.22942600,100000000.00080000,60507.925162,194397939719146.90817600,429228169936065.9870379746726,518295773594722.44189400
105000000.00049999,28855436.79991700,113927.22949700,99999999.99910000,60507.925174,194397939719160.70887200,429228169936096.4588324720304,518295773594759.23695500
104999999.99940000,28855436.80003200,113927.22950000,100000000.00110000,60507.925186,194397939719161.29200000,429228169936097.7463730845948,518295773594760.79143600
105000000.00139999,28855436.80012900,113927.22945100,99999999.99810000,60507.925199,194397939719151.76757600,429228169936076.7165430793760,518295773594735.39762900
105000000.00120001,28855436.80006800,113927.22974600,99999999.99980000,60507.925211,194397939719209.10849600,429228169936203.3247033148768,518295773594888.27766600
104999999.99940000,28855436.79988200,113927.22957800,100000000.00060000,60507.925223,194397939719176.45332800,429228169936131.2224290112696,518295773594801.21422200
104999999.99980000,28855436.80011000,113927.22943100,99999999.99860001,60507.925235,194397939719147.88005600,429228169936068.1329389956133,518295773594725.03292700
105000000.00010000,28855436.79997000,113927.22942500,100000000.00049999,60507.925247,194397939719146.71380000,429228169936065.5578577704844,518295773594721.92378500
105000000.00080000,28855436.80006500,113927.22966000,99999999.99890000,60507.92526,194397939719192.39216000,429228169936166.4152057546969,518295773594843.70929000
105000000.00139999,28855436.79984900,113927.22977300,99999999.99950001,60507.925272,194397939719214.35664800,429228169936214.9125688279566,518295773594902.27050300
104999999.99990000,28855436.80013100,113927.22933600,100000000.00130001,60507.925284,194397939719129.41433600,429228169936027.3608195977401,518295773594675.80037000
105000000.00049999,28855436.79950500,113927.22935300,99999999.99820000,60507.925296,194397939719132.71872800,429228169936034.6568830689385,518295773594684.61165100
105000000.00049999,28855436.80025000,113927.22957600,100000000.00130001,60507.925309,194397939719176.06457600,429228169936130.3640686028933,518295773594800.17701200
105000000.00120001,28855436.79961000,113927.22975800,99999999.99950001,60507.925321,194397939719211.44100800,429228169936208.4748657651345,518295773594894.49742600
104999999.99940000,28855436.80000600,113927.22922300,99999999.99890000,60507.925333,194397939719107.44984800,429228169935978.8634565244805,518295773594617.23983900
105000000.00020000,28855436.80014000,113927.22943800,100000000.00160000,60507.925345,194397939719149.24068800,429228169936071.1372004249302,518295773594728.66052600
105000000.00200000,28855436.80015400,113927.22958900,99999999.99830000,60507.925357,194397939719178.59146400,429228169936135.9434112573391,518295773594806.91428500
105000000.00090000,28855436.80009300,113927.22948200,100000000.00080000,60507.92537,194397939719157.79323200,429228169936090.0211294092083,518295773594751.46304800
105000000.00040001,28855436.80019900,113927.22940500,100000000.00010000,60507.925382,194397939719142.82628000,429228169936056.9742536867217,518295773594711.55858700
105000000.00000000,28855436.79994000,113927.22936900,99999999.99940000,60507.925394,194397939719135.82874400,429228169936041.5237663359487,518295773594692.90257300
105000000.00000000,28855436.79991300,113927.22981300,100000000.00070000,60507.925406,194397939719222.13168800,429228169936232.0797769954821,518295773594922.99985500
104999999.99990000,28855436.79989200,113927.22960000,99999999.99810000,60507.925419,194397939719180.72960000,429228169936140.6643935034086,518295773594812.61541600
105000000.00030001,28855436.80008000,113927.22942800,99999999.99990000,60507.925431,194397939719147.29692800,429228169936066.8453983830488,518295773594723.47827600
105000000.00020000,28855436.80013200,113927.22946400,100000000.00139999,60507.925443,194397939719154.29446400,429228169936082.2958857338218,518295773594742.13470400
105000000.00139999,28855436.80000900,113927.22956500,99999999.99810000,60507.925455,194397939719173.92644000,429228169936125.6430863568238,518295773594794.47688700
105000000.00090000,28855436.79978800,113927.22966800,100000000.00060000,60507.925467,194397939719193.94716800,429228169936169.8486473882020,518295773594847.85574000
104999999.99940000,28855436.79996000,113927.22922100,99999999.99850000,60507.92548,194397939719107.06109600,429228169935978.0050961161042,518295773594616.20345700
104999999.99959999,28855436.80002600,113927.22951700,100000000.00080000,60507.925492,194397939719164.59639200,429228169936105.0424365557932,518295773594769.60147700
105000000.00120001,28855436.80001800,113927.22960300,100000000.00010000,60507.925504,194397939719181.31272800,429228169936141.9519341159730,518295773594814.16987500
104999999.99940000,28855436.79942300,113927.22943200,100000000.00010000,60507.925516,194397939719148.07443200,429228169936068.5621191998014,518295773594725.55253800
105000000.00030001,28855436.80000900,113927.22988000,100000000.00080000,60507.925529,194397939719235.15488000,429228169936260.8348506760873,518295773594957.72154200
105000000.00010000,28855436.79989500,113927.22950300,99999999.99850000,60507.925541,194397939719161.87512800,429228169936099.0339136971592,518295773594762.34642100
105000000.00090000,28855436.80003200,113927.22897700,100000000.00030001,60507.925553,194397939719059.63335200,429228169935873.2851262941985,518295773594489.75348500
105000000.00090000,28855436.80009500,113927.22984200,100000000.00060000,60507.925565,194397939719227.76859200,429228169936244.5260029169381,518295773594938.02836400
105000000.00070000,28855436.80019700,113927.22956400,100000000.00000000,60507.925577,194397939719173.73206400,429228169936125.2139061526357,518295773594793.95827400
104999999.99879999,28855436.79992800,113927.22931700,100000000.00020000,60507.92559,194397939719125.72119200,429228169936019.2063957181655,518295773594665.95427300
105000000.00000000,28855436.79988600,113927.22964500,99999999.99940000,60507.925602,194397939719189.47652000,429228169936159.9775026918749,518295773594835.93609300
105000000.00030001,28855436.80002900,113927.22988100,100000000.00020000,60507.925614,194397939719235.34925600,429228169936261.2640308802755,518295773594958.23973900
105000000.00010000,28855436.80002300,113927.22940800,100000000.00130001,60507.925626,194397939719143.40940800,429228169936058.2617942992861,518295773594713.11365000
105000000.00040001,28855436.79991200,113927.22935300,99999999.99789999,60507.925639,194397939719132.71872800,429228169936034.6568830689385,518295773594684.61083700
105000000.00060000,28855436.80002300,113927.22969300,99999999.99910000,60507.925651,194397939719198.80656800,429228169936180.5781524929055,518295773594860.81119500
105000000.00040001,28855436.80011300,113927.22950400,100000000.00070000,60507.925663,194397939719162.06950400,429228169936099.4630939013474,518295773594762.86422200
105000000.00060000,28855436.80000200,113927.22934700,100000000.00030001,60507.925675,194397939719131.55247200,429228169936032.0818018438096,518295773594681.50123500
105000000.00160000,28855436.80004500,113927.22952000,100000000.00010000,60507.925687,194397939719165.17952000,429228169936106.3299771683576,518295773594771.15615000
105000000.00080000,28855436.80009500,113927.22936500,99999999.99810000,60507.9257,194397939719135.05124000,429228169936039.8070455191961,518295773594690.82931500
104999999.99969999,28855436.80019300,113927.22959300,99999999.99969999,60507.925712,194397939719179.36896800,429228169936137.6601320740917,518295773594808.98715500
105000000.00040001,28855436.79986000,113927.22976900,100000000.00080000,60507.925724,194397939719213.57914400,429228169936213.1958480112040,518295773594900.19753300
104999999.99980000,28855436.79942700,113927.22943000,100000000.00049999,60507.925736,194397939719147.68568000,429228169936067.7037587914251,518295773594724.51605600
105000000.00030001,28855436.79995100,113927.22966200,100000000.00120001,60507.925749,194397939719192.78091200,429228169936167.2735661630732,518295773594844.74599200
105000000.00070000,28855436.80014500,113927.22966900,99999999.99810000,60507.925761,194397939719194.14154400,429228169936170.2778275923902,518295773594848.37326300
105000000.00170000,28855436.80014800,113927.22921200,99999999.99959999,60507.925773,194397939719105.31171200,429228169935974.1424742784110,518295773594611.53894800
105000000.00040001,28855436.80006000,113927.22949100,100000000.00049999,60507.925785,194397939719159.54261600,429228169936093.8837512469016,518295773594756.12724700
105000000.00080000,28855436.79993000,113927.22959800,100000000.00010000,60507.925797,194397939719180.34084800,429228169936139.8060330950324,518295773594811.57886600
104999999.99930000,28855436.80006600,113927.22956800,100000000.00080000,60507.92581,194397939719174.50956800,429228169936126.9306269693882,518295773594796.03148400
105000000.00150000,28855436.80007900,113927.22944100,99999999.99980000,60507.925822,194397939719149.82381600,429228169936072.4247410374946,518295773594730.21535900
104999999.99959999,28855436.79992600,113927.22945000,99999999.99920000,60507.925834,194397939719151.57320000,429228169936076.2873628751879,518295773594734.87979800
105000000.00150000,28855436.80008500,113927.22944700,100000000.00040001,60507.925846,194397939719150.99007200,429228169936074.9998222626235,518295773594733.32476900
105000000.00049999,28855436.79999400,113927.22963400,99999999.99900000,60507.925858,194397939719187.33838400,429228169936155.2565204458053,518295773594830.23527000
105000000.00090000,28855436.79995400,113927.22953400,100000000.00070000,60507.925871,194397939719167.90078400,429228169936112.3385000269915,518295773594778.41165000
104999999.99959999,28855436.79986600,113927.22918500,99999999.99879999,60507.925883,194397939719100.06356000,429228169935962.5546087653312,518295773594597.54711300
104999999.99940000,28855436.79986500,113927.22975100,99999999.99980000,60507.925895,194397939719210.08037600,429228169936205.4706043358175,518295773594890.86925700
105000000.00160000,28855436.80005900,113927.22961000,100000000.00080000,60507.925907,194397939719182.67336000,429228169936144.9561955452900,518295773594817.79745200
104999999.99920000,28855436.80004100,113927.22926600,99999999.99879999,60507.92592,194397939719115.80801600,429228169935997.3182053045704,518295773594639.52396000
104999999.99980000,28855436.80039400,113927.22932500,100000000.00100000,60507.925932,194397939719127.27620000,429228169936022.6398373516706,518295773594670.09923700
105000000.00010000,28855436.79944000,113927.22968100,100000000.00049999,60507.925944,194397939719196.47405600,429228169936175.4279900426478,518295773594854.59351700
105000000.00220001,28855436.79976000,113927.22974600,99999999.99980000,60507.925956,194397939719209.10849600,429228169936203.3247033148768,518295773594888.27828200
104999999.99990000,28855436.79987600,113927.22937000,100000000.00080000,60507.925968,194397939719136.02312000,429228169936041.9529465401368,518295773594693.42093800
105000000.00100000,28855436.80005400,113927.22954100,99999999.99840000,60507.925981,194397939719169.26141600,429228169936115.3427614563085,518295773594782.03910900
105000000.00120001,28855436.80006700,113927.22945400,99999999.99969999,60507.925993,194397939719152.35070400,429228169936078.0040836919404,518295773594736.95246400
104999999.99959999,28855436.79996100,113927.22939700,100000000.00000000,60507.926005,194397939719141.27127200,429228169936053.5408120532166,518295773594707.41316700
105000000.00120001,28855436.80011400,113927.22964000,99999999.99990000,60507.926017,194397939719188.50464000,429228169936157.8316016709342,518295773594833.34445200
105000000.00040001,28855436.80000400,113927.22973600,100000000.00040001,60507.92603,194397939719207.16473600,429228169936199.0329012729954,518295773594883.09542400
105000000.00090000,28855436.79996500,113927.22943700,99999999.99840000,60507.926042,194397939719149.04631200,429228169936070.7080202207421,518295773594728.14263900
105000000.00120001,28855436.80012800,113927.22952000,99999999.99950001,60507.926054,194397939719165.17952000,429228169936106.3299771683576,518295773594771.15598400
105000000.00030001,28855436.79976700,113927.22961900,100000000.00060000,60507.926066,194397939719184.42274400,429228169936148.8188173829833,518295773594822.46216900
105000000.00090000,28855436.79998000,113927.22943400,99999999.99850000,60507.926078,194397939719148.46318400,429228169936069.4204796081777,518295773594726.58789800
104999999.99940000,28855436.79977000,113927.22965700,100000000.00120001,60507.926091,194397939719191.80903200,429228169936165.1276651421325,518295773594842.15516900
105000000.00010000,28855436.79985900,113927.22942500,99999999.99830000,60507.926103,194397939719146.71380000,429228169936065.5578577704844,518295773594721.92400700
104999999.99990000,28855436.80002800,113927.22960100,100000000.00010000,60507.926115,194397939719180.92397600,429228169936141.0935737075968,518295773594813.13338100
105000000.00049999,28855436.79980900,113927.22965000,100000000.00110000,60507.926127,194397939719190.44840000,429228169936162.1234037128155,518295773594838.52743200
104999999.99990000,28855436.80009700,113927.22931300,99999999.99850000,60507.926139,194397939719124.94368800,429228169936017.4896749014129,518295773594663.88098700
105000000.00040001,28855436.80054100,113927.22933900,100000000.00049999,60507.926152,194397939719129.99746400,429228169936028.6483602103045,518295773594677.35426100
105000000.00020000,28855436.79957600,113927.22954800,99999999.99879999,60507.926164,194397939719170.62204800,429228169936118.3470228856254,518295773594785.66772400
105000000.00170000,28855436.80003400,113927.22958900,100000000.00049999,60507.926176,194397939719178.59146400,429228169936135.9434112573391,518295773594806.91452500
104999999.99950001,28855436.79995400,113927.22935700,100000000.00100000,60507.926188,194397939719133.49623200,429228169936036.3736038856910,518295773594686.68370100
105000000.00080000,28855436.79996700,113927.22955300,99999999.99900000,60507.926201,194397939719171.59392800,429228169936120.4929239065661,518295773594788.25812700
105000000.00090000,28855436.80004100,113927.22947000,100000000.00060000,60507.926213,194397939719155.46072000,429228169936084.8709669589507,518295773594745.24430800
104999999.99990000,28855436.80006000,113927.22949100,100000000.00080000,60507.926225,194397939719159.54261600,429228169936093.8837512469016,518295773594756.12724700
105000000.00000000,28855436.79996400,113927.22940500,99999999.99980000,60507.926237,194397939719142.82628000,429228169936056.9742536867217,518295773594711.55905700
105000000.00000000,28855436.80010000,113927.22979900,100000000.00000000,60507.926249,194397939719219.41042400,429228169936226.0712541368481,518295773594915.74416300
105000000.00180000,28855436.79979200,113927.22913300,99999999.99699999,60507.926262,194397939719089.95600800,429228169935940.2372381475481,518295773594570.59893700
105000000.00110000,28855436.79988900,113927.22963700,99999999.99969999,60507.926274,194397939719187.92151200,429228169936156.5440610583697,518295773594831.79019100
105000000.00110000,28855436.80008400,113927.22939000,100000000.00070000,60507.926286,194397939719139.91064000,429228169936050.5365506238996,518295773594703.78526200
105000000.00080000,28855436.79999600,113927.22959400,100000000.00010000,60507.926298,194397939719179.56334400,429228169936138.0893122782798,518295773594809.50578600
105000000.00040001,28855436.79997900,113927.22942300,100000000.00090000,60507.92631,194397939719146.32504800,429228169936064.6994973621082,518295773594720.88729300
105000000.00030001,28855436.79997000,113927.22952600,99999999.99779999,60507.926323,194397939719166.34577600,429228169936108.9050583934864,518295773594774.26572200
104999999.99990000,28855436.80011800,113927.22962200,100000000.00049999,60507.926335,194397939719185.00587200,429228169936150.1063579955477,518295773594824.01617800
105000000.00070000,28855436.80031900,113927.22939400,100000000.00090000,60507.926347,194397939719140.68814400,429228169936052.2532714406521,518295773594705.85774000
105000000.00060000,28855436.79952000,113927.22913900,99999999.99959999,60507.926359,194397939719091.12226400,429228169935942.8123193726769,518295773594573.70890300
