07/16/2024	11:01:52	(analyzed:  7/16/2024)
MJD	timer	SDR:frep_TiS	fo_TiS	fb_Si_TiS	fb_Al_TiS	fb_Yb_TiS
60507.825245	9988476.000000	379043.156813	10000000.000010	640000000.007000	43724706.238200	142219674.145000
60507.825257	9989531.000000	379043.157258	9999999.999980	639999999.998000	43724706.221000	142219674.165800
60507.825269	9990586.000000	379043.157034	10000000.000010	640000000.002000	43724706.797300	142219674.155100
60507.825282	9991642.000000	379043.157146	10000000.000080	640000000.001000	43724706.657400	142219674.158800
60507.825294	9992697.000000	379043.156796	9999999.999910	639999999.999000	43724706.085000	142219674.162500
60507.825306	9993752.000000	379043.157100	10000000.000110	640000000.004000	43724706.220300	142219674.140100
60507.825318	9994808.000000	379043.157276	10000000.000020	639999999.994000	43724705.686000	142219674.152500
60507.825330	9995866.000000	379043.157262	10000000.000060	640000000.001000	43724706.749700	142219674.149500
60507.825343	9996923.000000	379043.156957	9999999.999970	639999999.997000	43724706.108800	142219674.170500
60507.825355	9997978.000000	379043.156888	10000000.000090	639999999.997000	43724706.895500	142219674.148800
60507.825367	9999033.000000	379043.156954	10000000.000030	640000000.000000	43724707.472200	142219674.174500
60507.825379	10000090.000000	379043.157133	10000000.000060	639999999.998000	43724707.344200	142219674.153000
60507.825392	10001144.000000	379043.156951	9999999.999960	640000000.003000	43724706.643700	142219674.143900
60507.825404	10002203.000000	379043.157121	9999999.999930	640000000.000000	43724707.308200	142219674.151100
60507.825416	10003259.000000	379043.157070	9999999.999860	640000000.005000	43724707.659500	142219674.157700
60507.825428	10004312.000000	379043.156847	9999999.999920	639999999.999000	43724707.842200	142219674.152200
60507.825440	10005368.000000	379043.157132	9999999.999940	640000000.006000	43724707.823700	142219674.154300
60507.825453	10006424.000000	379043.157133	10000000.000030	639999999.998000	43724708.083600	142219674.154600
60507.825465	10007482.000000	379043.156873	10000000.000030	640000000.002000	43724707.984100	142219674.158600
60507.825477	10008538.000000	379043.157481	10000000.000090	639999999.998000	43724708.277100	142219674.180100
60507.825489	10009593.000000	379043.157050	9999999.999890	639999999.997000	43724707.617200	142219674.143200
60507.825502	10010649.000000	379043.156773	9999999.999940	640000000.001000	43724708.435100	142219674.172000
60507.825514	10011705.000000	379043.156916	10000000.000050	639999999.998000	43724708.021100	142219674.166100
60507.825526	10012760.000000	379043.157139	10000000.000040	640000000.000000	43724707.957100	142219674.165900
60507.825538	10013814.000000	379043.157031	10000000.000020	640000000.002000	43724708.476800	142219674.141200
60507.825550	10014871.000000	379043.157104	10000000.000050	639999999.997000	43724708.574600	142219674.146500
60507.825563	10015925.000000	379043.157057	10000000.000080	640000000.002000	43724708.866000	142219674.145500
60507.825575	10016982.000000	379043.156839	10000000.000060	640000000.001000	43724709.427300	142219674.148900
60507.825587	10018037.000000	379043.157235	9999999.999970	639999999.998000	43724709.095000	142219674.145000
60507.825599	10019092.000000	379043.156830	10000000.000100	640000000.000000	43724709.774900	142219674.149300
60507.825612	10020149.000000	379043.157003	10000000.000000	640000000.001000	43724709.738200	142219674.160000
60507.825624	10021205.000000	379043.157153	10000000.000020	640000000.001000	43724710.122800	142219674.168200
60507.825636	10022258.000000	379043.156819	9999999.999910	639999999.999000	43724709.914000	142219674.175500
60507.825648	10023318.000000	379043.157357	10000000.000140	640000000.000000	43724710.466800	142219674.144800
60507.825660	10024373.000000	379043.156864	9999999.999980	639999999.998000	43724709.364400	142219674.145000
60507.825673	10025427.000000	379043.157003	10000000.000020	640000000.000000	43724709.959700	142219674.148900
60507.825685	10026483.000000	379043.156969	10000000.000040	639999999.999000	43724710.333200	142219674.156300
60507.825697	10027538.000000	379043.156943	9999999.999960	639999999.993000	43724710.108700	142219674.153900
60507.825709	10028593.000000	379043.156817	10000000.000080	640000000.001000	43724710.408800	142219674.151600
60507.825721	10029648.000000	379043.157214	10000000.000270	640000000.000000	43724709.938700	142219674.143400
60507.825734	10030703.000000	379043.157232	10000000.000010	640000000.000000	43724710.929500	142219674.149200
60507.825746	10031757.000000	379043.156681	10000000.000040	640000000.002000	43724710.606400	142219674.147100
60507.825758	10032813.000000	379043.157034	9999999.999980	639999999.999000	43724711.079500	142219674.137600
60507.825770	10033868.000000	379043.157431	10000000.000050	639999999.996000	43724710.720200	142219674.144100
60507.825783	10034926.000000	379043.157055	9999999.999930	640000000.001000	43724711.655100	142219674.161400
60507.825795	10035981.000000	379043.156772	9999999.999800	639999999.999000	43724711.356800	142219674.151800
60507.825807	10037037.000000	379043.157117	10000000.000180	640000000.002000	43724710.698000	142219674.164300
60507.825819	10038093.000000	379043.157118	10000000.000110	640000000.002000	43724711.870800	142219674.171300
60507.825831	10039150.000000	379043.157084	10000000.000020	639999999.997000	43724711.878200	142219674.159100
60507.825844	10040205.000000	379043.156798	9999999.999930	640000000.001000	43724712.294200	142219674.158300
60507.825856	10041260.000000	379043.157034	9999999.999970	639999999.998000	43724711.634400	142219674.146500
60507.825868	10042316.000000	379043.157441	10000000.000020	640000000.002000	43724712.674500	142219674.175600
60507.825880	10043374.000000	379043.156782	9999999.999970	640000000.004000	43724712.069000	142219674.144000
60507.825893	10044430.000000	379043.156630	9999999.999980	640000000.000000	43724712.535300	142219674.158300
60507.825905	10045484.000000	379043.156989	10000000.000010	639999999.997000	43724712.313000	142219674.149900
60507.825917	10046539.000000	379043.156910	9999999.999940	640000000.001000	43724712.364100	142219674.146600
60507.825929	10047595.000000	379043.157043	10000000.000020	639999999.997000	43724712.442200	142219674.165400
60507.825941	10048649.000000	379043.157037	9999999.999980	639999999.999000	43724712.350000	142219674.153100
60507.825954	10049705.000000	379043.157203	10000000.000020	640000000.000000	43724712.094400	142219674.163100
60507.825966	10050761.000000	379043.156936	9999999.999970	639999999.998000	43724712.541900	142219674.164700
60507.825978	10051817.000000	379043.156981	10000000.000070	639999999.999000	43724712.859000	142219674.151900
60507.825990	10052876.000000	379043.156901	9999999.999920	640000000.005000	43724712.644300	142219674.155100
60507.826003	10053933.000000	379043.157387	10000000.000000	640000000.000000	43724713.233400	142219674.152700
60507.826015	10054986.000000	379043.156769	9999999.999960	640000000.001000	43724713.525600	142219674.148500
60507.826027	10056043.000000	379043.157022	9999999.999960	639999999.999000	43724713.598300	142219674.161300
60507.826039	10057099.000000	379043.157440	10000000.000170	639999999.998000	43724713.300400	142219674.146400
60507.826051	10058157.000000	379043.156741	10000000.000230	640000000.000000	43724713.098400	142219674.154000
60507.826064	10059213.000000	379043.157195	10000000.000000	640000000.003000	43724713.644400	142219674.152400
60507.826076	10060270.000000	379043.156954	10000000.000000	640000000.003000	43724714.025300	142219674.165800
60507.826088	10061326.000000	379043.157056	10000000.000090	640000000.001000	43724713.991200	142219674.164800
60507.826100	10062383.000000	379043.157246	10000000.000060	639999999.998000	43724714.260300	142219674.157200
60507.826113	10063438.000000	379043.157258	10000000.000020	640000000.001000	43724714.079600	142219674.153300
60507.826125	10064494.000000	379043.157221	9999999.999990	640000000.001000	43724714.544200	142219674.139200
60507.826137	10065550.000000	379043.157211	9999999.999930	640000000.003000	43724714.386900	142219674.144400
60507.826149	10066607.000000	379043.156987	9999999.999870	640000000.002000	43724714.415300	142219674.155500
60507.826161	10067663.000000	379043.156715	10000000.000050	639999999.998000	43724714.788900	142219674.151300
60507.826174	10068718.000000	379043.157255	10000000.000040	640000000.001000	43724714.239400	142219674.163900
60507.826186	10069776.000000	379043.157266	10000000.000010	640000000.000000	43724714.658600	142219674.162200
60507.826198	10070833.000000	379043.157024	10000000.000040	639999999.998000	43724714.953100	142219674.157800
60507.826210	10071889.000000	379043.156757	10000000.000130	640000000.002000	43724715.044600	142219674.168300
60507.826223	10072945.000000	379043.157047	10000000.000040	640000000.003000	43724715.400700	142219674.159000
60507.826235	10074000.000000	379043.157120	9999999.999890	639999999.994000	43724715.636200	142219674.159900
60507.826247	10075055.000000	379043.157159	9999999.999950	640000000.000000	43724715.776700	142219674.150100
60507.826259	10076113.000000	379043.156695	9999999.999920	640000000.002000	43724716.617800	142219674.139600
60507.826271	10077170.000000	379043.156974	10000000.000160	639999999.996000	43724715.952800	142219674.154600
60507.826284	10078228.000000	379043.157203	9999999.999980	640000000.002000	43724716.029000	142219674.154300
60507.826296	10079284.000000	379043.157230	9999999.999900	639999999.998000	43724716.103500	142219674.151500
60507.826308	10080342.000000	379043.156917	10000000.000120	640000000.000000	43724716.307600	142219674.149000
60507.826320	10081398.000000	379043.157035	10000000.000220	640000000.007000	43724716.730400	142219674.147300
60507.826333	10082451.000000	379043.157073	10000000.000040	639999999.997000	43724716.645800	142219674.142500
60507.826345	10083508.000000	379043.156983	10000000.000190	640000000.000000	43724716.218000	142219674.139200
60507.826357	10084565.000000	379043.157155	9999999.999990	640000000.000000	43724715.902200	142219674.168700
60507.826369	10085622.000000	379043.156782	9999999.999870	640000000.004000	43724716.420400	142219674.148500
60507.826382	10086680.000000	379043.157019	9999999.999980	640000000.001000	43724716.857400	142219674.156500
60507.826394	10087737.000000	379043.157215	10000000.000050	639999999.998000	43724716.435800	142219674.128600
60507.826406	10088794.000000	379043.157147	9999999.999970	640000000.002000	43724716.399000	142219674.141900
60507.826418	10089851.000000	379043.157059	10000000.000030	639999999.997000	43724716.509900	142219674.151900
60507.826430	10090906.000000	379043.157013	9999999.999950	639999999.996000	43724716.867300	142219674.144000
60507.826443	10091962.000000	379043.157106	9999999.999980	640000000.001000	43724717.599800	142219674.149300
60507.826455	10093018.000000	379043.156730	9999999.999980	640000000.001000	43724717.230800	142219674.156900
60507.826467	10094079.000000	379043.157186	10000000.000020	639999999.998000	43724717.954200	142219674.156300
60507.826479	10095136.000000	379043.157353	9999999.999980	640000000.000000	43724717.509100	142219674.154800
60507.826492	10096191.000000	379043.156865	9999999.999960	639999999.999000	43724717.563200	142219674.149400
60507.826504	10097247.000000	379043.156827	10000000.000110	640000000.003000	43724717.923000	142219674.141800
60507.826516	10098305.000000	379043.156966	10000000.000090	640000000.000000	43724718.412500	142219674.140100
60507.826528	10099362.000000	379043.157120	9999999.999910	640000000.002000	43724718.195100	142219674.143400
60507.826541	10100418.000000	379043.156969	10000000.000160	640000000.002000	43724719.441300	142219674.167200
60507.826553	10101475.000000	379043.157022	9999999.999930	639999999.994000	43724718.211500	142219674.163800
60507.826565	10102529.000000	379043.157053	9999999.999900	640000000.002000	43724719.438300	142219674.135700
60507.826577	10103585.000000	379043.157143	10000000.000000	640000000.003000	43724719.015700	142219674.169800
60507.826589	10104641.000000	379043.156831	10000000.000080	640000000.002000	43724718.749600	142219674.141600
60507.826602	10105695.000000	379043.156990	9999999.999930	639999999.998000	43724718.973500	142219674.140500
60507.826614	10106752.000000	379043.157188	10000000.000050	639999999.998000	43724718.450700	142219674.150500
60507.826632	10108324.000000	379043.157058	10000000.000090	640000000.004000	43724719.225100	142219674.142200
60507.826644	10109381.000000	379043.156821	10000000.000110	639999999.996000	43724718.983600	142219674.173800
60507.826657	10110436.000000	379043.157004	9999999.999950	640000000.000000	43724719.131300	142219674.152000
60507.826669	10111493.000000	379043.157136	10000000.000050	640000000.001000	43724719.415800	142219674.148400
60507.826681	10112585.000000	379043.156988	10000000.000010	639999999.999000	43724720.383600	142219674.135800
60507.826694	10113640.000000	379043.157002	9999999.999960	640000000.003000	43724719.864100	142219674.147900
60507.826706	10114696.000000	379043.157215	10000000.000120	640000000.003000	43724720.254900	142219674.166400
60507.826718	10115753.000000	379043.156761	9999999.999850	639999999.996000	43724719.930000	142219674.179500
60507.826730	10116810.000000	379043.157179	10000000.000050	640000000.002000	43724720.038100	142219674.138800
60507.826743	10117866.000000	379043.157064	10000000.000020	639999999.998000	43724720.119300	142219674.162600
60507.826755	10118921.000000	379043.156592	9999999.999890	639999999.997000	43724719.169100	142219674.152100
60507.826767	10119976.000000	379043.157081	10000000.000100	639999999.996000	43724720.540200	142219674.152000
60507.826779	10121033.000000	379043.157139	9999999.999930	640000000.003000	43724719.842300	142219674.147800
60507.826791	10122089.000000	379043.157031	10000000.000100	639999999.998000	43724720.257400	142219674.144200
60507.826804	10123143.000000	379043.157113	10000000.000070	639999999.996000	43724719.622200	142219674.153200
60507.826816	10124197.000000	379043.156743	10000000.000010	640000000.002000	43724720.253900	142219674.150400
60507.826828	10125254.000000	379043.157022	9999999.999860	640000000.001000	43724720.632500	142219674.149100
60507.826840	10126311.000000	379043.157088	9999999.999920	640000000.001000	43724720.270300	142219674.156600
60507.826852	10127369.000000	379043.157094	9999999.999880	639999999.997000	43724720.242300	142219674.144100
60507.826865	10128426.000000	379043.156976	10000000.000130	640000000.004000	43724720.569200	142219674.152300
60507.826877	10129482.000000	379043.156820	10000000.000030	640000000.001000	43724720.824400	142219674.135900
60507.826889	10130539.000000	379043.156955	10000000.000040	639999999.998000	43724721.220700	142219674.160000
60507.826901	10131594.000000	379043.157209	9999999.999980	640000000.001000	43724721.466100	142219674.159600
60507.826914	10132651.000000	379043.157342	10000000.000040	640000000.001000	43724721.016700	142219674.159600
60507.826926	10133706.000000	379043.156898	10000000.000100	640000000.001000	43724721.553100	142219674.154300
60507.826938	10134762.000000	379043.156896	10000000.000060	640000000.007000	43724721.615100	142219674.156600
60507.826950	10135818.000000	379043.157063	9999999.999940	639999999.995000	43724721.507500	142219674.150400
60507.826963	10136876.000000	379043.156801	9999999.999980	640000000.002000	43724721.836100	142219674.146300
60507.826975	10137932.000000	379043.157407	10000000.000010	639999999.997000	43724721.721200	142219674.169700
60507.826987	10138989.000000	379043.156935	10000000.000010	640000000.002000	43724722.040300	142219674.165000
60507.826999	10140045.000000	379043.157035	10000000.000130	639999999.997000	43724721.638600	142219674.143400
60507.827011	10141103.000000	379043.156893	9999999.999960	640000000.000000	43724721.858300	142219674.181300
60507.827024	10142159.000000	379043.156904	9999999.999850	640000000.001000	43724722.383100	142219674.141500
60507.827036	10143216.000000	379043.157148	10000000.000000	640000000.001000	43724722.702000	142219674.148100
60507.827048	10144272.000000	379043.156971	9999999.999990	640000000.000000	43724722.597400	142219674.151100
60507.827060	10145329.000000	379043.156962	9999999.999950	640000000.001000	43724722.377700	142219674.152800
60507.827073	10146385.000000	379043.157413	9999999.999940	640000000.001000	43724722.910700	142219674.163100
60507.827085	10147440.000000	379043.157032	10000000.000040	640000000.001000	43724722.544900	142219674.158300
60507.827097	10148496.000000	379043.156801	9999999.999890	640000000.002000	43724723.424000	142219674.154500
60507.827109	10149552.000000	379043.157201	9999999.999960	639999999.995000	43724722.620300	142219674.154300
60507.827121	10150606.000000	379043.157014	10000000.000080	639999999.999000	43724723.103800	142219674.144700
60507.827134	10151661.000000	379043.157220	10000000.000020	640000000.001000	43724723.639200	142219674.170400
60507.827146	10152716.000000	379043.156714	10000000.000050	640000000.003000	43724723.411000	142219674.152800
60507.827158	10153772.000000	379043.156958	10000000.000040	640000000.000000	43724723.661800	142219674.166500
60507.827170	10154827.000000	379043.157147	10000000.000050	640000000.000000	43724724.010700	142219674.151800
60507.827183	10155883.000000	379043.157057	9999999.999970	640000000.002000	43724724.397900	142219674.153600
60507.827195	10156938.000000	379043.157121	10000000.000030	639999999.998000	43724723.954800	142219674.158800
60507.827207	10157992.000000	379043.156972	10000000.000070	639999999.999000	43724723.852200	142219674.151500
60507.827219	10159049.000000	379043.157030	9999999.999920	639999999.999000	43724723.963200	142219674.164300
60507.827231	10160108.000000	379043.156964	9999999.999900	640000000.003000	43724723.810200	142219674.155300
60507.827244	10161164.000000	379043.156954	10000000.000020	639999999.999000	43724724.617500	142219674.157100
60507.827256	10162219.000000	379043.156953	9999999.999910	640000000.000000	43724724.006400	142219674.144200
60507.827268	10163275.000000	379043.157091	10000000.000150	639999999.999000	43724724.228900	142219674.157300
60507.827280	10164332.000000	379043.156665	10000000.000000	640000000.004000	43724724.569600	142219674.153700
60507.827293	10165388.000000	379043.157349	10000000.000030	640000000.001000	43724724.894200	142219674.159600
60507.827305	10166445.000000	379043.157146	9999999.999930	640000000.000000	43724724.858200	142219674.156600
60507.827317	10167512.000000	379043.157209	10000000.000100	639999999.999000	43724725.541000	142219674.156000
60507.827329	10168568.000000	379043.156653	9999999.999960	639999999.999000	43724725.589600	142219674.146000
60507.827342	10169625.000000	379043.157187	9999999.999950	639999999.999000	43724725.168700	142219674.157300
60507.827354	10170683.000000	379043.157235	10000000.000190	640000000.004000	43724725.084400	142219674.160300
60507.827366	10171741.000000	379043.157081	10000000.000020	640000000.001000	43724725.396400	142219674.149600
60507.827378	10172796.000000	379043.156856	10000000.000080	640000000.001000	43724725.005300	142219674.153100
60507.827391	10173853.000000	379043.157088	9999999.999830	640000000.001000	43724724.932700	142219674.133400
60507.827403	10174911.000000	379043.157053	10000000.000070	640000000.002000	43724725.465800	142219674.163000
60507.827415	10175965.000000	379043.156924	9999999.999880	640000000.004000	43724725.325700	142219674.157300
60507.827427	10177022.000000	379043.156927	10000000.000070	640000000.005000	43724725.542800	142219674.142700
60507.827439	10178078.000000	379043.156934	9999999.999950	639999999.998000	43724725.633400	142219674.150400
60507.827452	10179136.000000	379043.157327	10000000.000000	640000000.001000	43724725.743400	142219674.161900
60507.827464	10180194.000000	379043.157030	9999999.999980	640000000.003000	43724725.746300	142219674.146300
60507.827476	10181249.000000	379043.157121	10000000.000030	640000000.001000	43724725.984500	142219674.160600
60507.827488	10182306.000000	379043.156866	9999999.999960	639999999.998000	43724726.562500	142219674.153100
60507.827501	10183363.000000	379043.157238	9999999.999970	639999999.997000	43724726.807200	142219674.169600
60507.827513	10184417.000000	379043.156843	10000000.000030	639999999.999000	43724726.237600	142219674.160000
60507.827525	10185474.000000	379043.157288	10000000.000030	640000000.003000	43724726.584700	142219674.177000
60507.827537	10186532.000000	379043.157192	9999999.999910	640000000.001000	43724727.267900	142219674.146800
60507.827549	10187588.000000	379043.157261	9999999.999990	640000000.000000	43724726.611500	142219674.161700
60507.827562	10188645.000000	379043.156723	10000000.000020	640000000.003000	43724727.206000	142219674.144000
60507.827574	10189700.000000	379043.157133	9999999.999980	639999999.998000	43724727.483100	142219674.163300
60507.827586	10190759.000000	379043.156999	10000000.000020	640000000.002000	43724727.498900	142219674.151900
60507.827598	10191815.000000	379043.157059	10000000.000000	640000000.002000	43724727.469200	142219674.159600
60507.827611	10192871.000000	379043.157123	10000000.000130	640000000.002000	43724728.194200	142219674.149500
60507.827623	10193928.000000	379043.156989	9999999.999900	640000000.001000	43724727.765100	142219674.153800
60507.827635	10194983.000000	379043.156661	10000000.000080	640000000.001000	43724727.736700	142219674.159300
60507.827647	10196041.000000	379043.157402	10000000.000030	640000000.001000	43724727.687700	142219674.136000
60507.827660	10197097.000000	379043.156862	10000000.000180	639999999.999000	43724728.472000	142219674.164900
60507.827672	10198153.000000	379043.156775	10000000.000100	640000000.002000	43724728.422000	142219674.146400
60507.827684	10199211.000000	379043.156936	9999999.999930	640000000.002000	43724728.772800	142219674.160100
60507.827696	10200270.000000	379043.157080	9999999.999880	639999999.997000	43724728.947500	142219674.147300
60507.827709	10201327.000000	379043.157156	9999999.999930	640000000.000000	43724729.192000	142219674.153300
60507.827721	10202382.000000	379043.157085	10000000.000100	640000000.002000	43724728.575200	142219674.157500
60507.827733	10203437.000000	379043.157084	10000000.000040	640000000.000000	43724728.790600	142219674.152300
60507.827745	10204495.000000	379043.157008	9999999.999930	640000000.001000	43724729.083300	142219674.144700
60507.827757	10205552.000000	379043.157190	10000000.000070	640000000.001000	43724729.276000	142219674.143200
60507.827770	10206609.000000	379043.156909	9999999.999890	639999999.998000	43724729.391800	142219674.150500
60507.827782	10207674.000000	379043.157130	10000000.000000	639999999.999000	43724729.098900	142219674.150300
60507.827794	10208730.000000	379043.156727	9999999.999950	640000000.001000	43724729.058300	142219674.158800
60507.827806	10209787.000000	379043.157188	9999999.999970	640000000.002000	43724729.475500	142219674.146200
60507.827819	10210843.000000	379043.157190	9999999.999990	639999999.999000	43724728.732600	142219674.158200
60507.827831	10211899.000000	379043.156777	10000000.000060	640000000.004000	43724729.790900	142219674.157700
60507.827843	10212957.000000	379043.157107	9999999.999950	639999999.999000	43724729.643400	142219674.168300
60507.827855	10214011.000000	379043.157036	10000000.000030	639999999.998000	43724729.856400	142219674.145900
60507.827868	10215067.000000	379043.156834	9999999.999820	640000000.003000	43724730.064500	142219674.157800
60507.827880	10216123.000000	379043.156902	9999999.999920	639999999.998000	43724730.089000	142219674.146900
60507.827892	10217178.000000	379043.157321	10000000.000030	640000000.000000	43724729.919200	142219674.149100
60507.827904	10218232.000000	379043.156963	9999999.999980	640000000.002000	43724730.793600	142219674.142800
60507.827916	10219293.000000	379043.156997	9999999.999900	639999999.997000	43724730.435300	142219674.161100
60507.827929	10220350.000000	379043.157047	10000000.000040	640000000.001000	43724730.908400	142219674.149700
60507.827941	10221405.000000	379043.157009	9999999.999970	640000000.000000	43724730.423100	142219674.157800
60507.827953	10222462.000000	379043.157049	10000000.000210	639999999.995000	43724730.409700	142219674.158200
60507.827965	10223517.000000	379043.156895	10000000.000000	640000000.004000	43724730.652400	142219674.141200
60507.827978	10224573.000000	379043.157239	10000000.000080	639999999.999000	43724730.841400	142219674.155600
60507.827990	10225627.000000	379043.157093	10000000.000010	640000000.002000	43724731.311600	142219674.145900
60507.828002	10226683.000000	379043.156883	9999999.999840	639999999.999000	43724731.212700	142219674.172600
60507.828014	10227741.000000	379043.157392	10000000.000010	640000000.000000	43724730.511300	142219674.157500
60507.828026	10228796.000000	379043.156872	9999999.999970	640000000.001000	43724731.680300	142219674.151200
60507.828039	10229852.000000	379043.157082	9999999.999940	640000000.003000	43724731.378200	142219674.158300
60507.828051	10230909.000000	379043.156959	10000000.000060	639999999.999000	43724731.175200	142219674.148300
60507.828063	10231964.000000	379043.156989	9999999.999930	639999999.998000	43724732.049400	142219674.157900
60507.828075	10233020.000000	379043.157038	9999999.999920	639999999.997000	43724731.516800	142219674.140200
60507.828088	10234075.000000	379043.157026	10000000.000060	640000000.000000	43724731.596500	142219674.145900
60507.828100	10235132.000000	379043.156877	10000000.000030	640000000.003000	43724732.121500	142219674.155200
60507.828112	10236187.000000	379043.157212	9999999.999910	639999999.997000	43724732.037600	142219674.155200
60507.828124	10237245.000000	379043.157040	10000000.000130	639999999.998000	43724732.297700	142219674.169000
60507.828136	10238300.000000	379043.157162	9999999.999940	640000000.002000	43724731.962800	142219674.152100
60507.828149	10239355.000000	379043.156688	10000000.000010	640000000.003000	43724732.118100	142219674.143100
60507.828161	10240410.000000	379043.157413	10000000.000100	639999999.999000	43724732.470000	142219674.155900
60507.828173	10241466.000000	379043.156914	9999999.999920	640000000.000000	43724732.237600	142219674.183100
60507.828185	10242521.000000	379043.156700	9999999.999990	640000000.002000	43724732.799400	142219674.163500
60507.828197	10243576.000000	379043.157066	10000000.000060	640000000.002000	43724732.734000	142219674.165200
60507.828210	10244633.000000	379043.157518	9999999.999890	639999999.999000	43724732.422800	142219674.158400
60507.828222	10245690.000000	379043.156700	10000000.000030	640000000.001000	43724732.834200	142219674.154000
60507.828234	10246745.000000	379043.156950	10000000.000100	640000000.000000	43724733.069700	142219674.152200
60507.828246	10247803.000000	379043.156929	10000000.000040	639999999.999000	43724733.304700	142219674.157300
60507.828259	10248859.000000	379043.157211	9999999.999910	640000000.001000	43724733.476900	142219674.156300
60507.828271	10249914.000000	379043.157138	9999999.999960	640000000.002000	43724733.022600	142219674.136400
60507.828283	10250971.000000	379043.156906	9999999.999890	640000000.002000	43724733.666500	142219674.136000
60507.828295	10252026.000000	379043.157166	9999999.999970	639999999.999000	43724733.974300	142219674.170600
60507.828308	10253082.000000	379043.157032	10000000.000080	640000000.000000	43724734.249300	142219674.143200
60507.828320	10254139.000000	379043.157421	9999999.999980	639999999.997000	43724733.691600	142219674.167100
60507.828332	10255195.000000	379043.156905	9999999.999990	640000000.002000	43724734.440100	142219674.157100
60507.828344	10256254.000000	379043.156646	10000000.000000	640000000.001000	43724734.133800	142219674.150200
60507.828356	10257309.000000	379043.157110	10000000.000090	639999999.998000	43724734.352400	142219674.155900
60507.828369	10258365.000000	379043.157050	9999999.999950	639999999.999000	43724734.137600	142219674.149900
60507.828381	10259421.000000	379043.157249	10000000.000110	639999999.999000	43724734.214100	142219674.150100
60507.828393	10260477.000000	379043.156936	10000000.000070	640000000.002000	43724734.648000	142219674.159600
60507.828405	10261534.000000	379043.157272	9999999.999910	640000000.001000	43724735.365900	142219674.151300
60507.828418	10262591.000000	379043.157005	10000000.000110	640000000.003000	43724734.828400	142219674.159100
60507.828430	10263646.000000	379043.157014	10000000.000140	640000000.001000	43724735.132400	142219674.162800
60507.828442	10264703.000000	379043.156685	10000000.000030	639999999.999000	43724735.108600	142219674.143500
60507.828454	10265760.000000	379043.157191	10000000.000070	639999999.998000	43724735.648200	142219674.150000
60507.828466	10266816.000000	379043.157123	9999999.999940	640000000.002000	43724735.474600	142219674.152700
60507.828479	10267874.000000	379043.157025	9999999.999960	640000000.000000	43724735.155700	142219674.150700
60507.828491	10268930.000000	379043.156865	10000000.000080	640000000.002000	43724735.018600	142219674.147700
60507.828503	10269988.000000	379043.157098	9999999.999970	640000000.001000	43724735.824900	142219674.150500
60507.828515	10271050.000000	379043.156908	10000000.000040	639999999.997000	43724735.240200	142219674.156700
60507.828528	10272108.000000	379043.157129	10000000.000080	640000000.001000	43724736.079200	142219674.150300
60507.828540	10273164.000000	379043.157276	9999999.999980	639999999.998000	43724736.108100	142219674.157100
60507.828552	10274218.000000	379043.156958	9999999.999940	640000000.003000	43724735.793900	142219674.154000
60507.828564	10275275.000000	379043.156746	10000000.000010	640000000.002000	43724735.954200	142219674.154800
60507.828577	10276333.000000	379043.157116	9999999.999990	639999999.994000	43724736.640000	142219674.162900
60507.828589	10277387.000000	379043.157115	10000000.000110	639999999.999000	43724736.693400	142219674.146200
60507.828601	10278444.000000	379043.156971	9999999.999930	640000000.000000	43724736.859200	142219674.144100
60507.828613	10279498.000000	379043.156663	10000000.000040	640000000.000000	43724736.799100	142219674.169200
60507.828625	10280555.000000	379043.157274	10000000.000020	640000000.004000	43724737.258800	142219674.146400
60507.828638	10281613.000000	379043.156774	9999999.999940	639999999.998000	43724736.762000	142219674.165800
60507.828650	10282669.000000	379043.157122	10000000.000070	640000000.005000	43724736.891500	142219674.154100
60507.828662	10283726.000000	379043.157102	10000000.000040	640000000.002000	43724737.521200	142219674.171300
60507.828674	10284785.000000	379043.157132	10000000.000020	639999999.995000	43724738.142300	142219674.148800
60507.828687	10285840.000000	379043.156840	10000000.000020	640000000.002000	43724737.734500	142219674.158600
60507.828699	10286896.000000	379043.157067	10000000.000050	639999999.999000	43724738.384000	142219674.178500
60507.828711	10287951.000000	379043.156956	10000000.000010	640000000.004000	43724738.179200	142219674.160700
60507.828723	10289008.000000	379043.157158	10000000.000080	640000000.001000	43724738.238200	142219674.176300
60507.828736	10290065.000000	379043.157048	9999999.999950	639999999.998000	43724738.345600	142219674.151600
60507.828748	10291119.000000	379043.157110	9999999.999950	640000000.003000	43724737.967700	142219674.158000
60507.828760	10292178.000000	379043.157008	9999999.999980	640000000.005000	43724737.527500	142219674.150600
60507.828772	10293235.000000	379043.157072	9999999.999930	639999999.998000	43724738.054300	142219674.163100
60507.828784	10294291.000000	379043.157050	10000000.000120	640000000.001000	43724737.572300	142219674.146400
60507.828797	10295346.000000	379043.156948	9999999.999960	640000000.002000	43724738.150200	142219674.141400
60507.828809	10296402.000000	379043.156975	9999999.999930	639999999.999000	43724737.587400	142219674.138900
60507.828821	10297464.000000	379043.157002	9999999.999950	639999999.999000	43724738.155900	142219674.153000
60507.828833	10298522.000000	379043.157088	10000000.000020	639999999.997000	43724738.197100	142219674.167700
60507.828846	10299576.000000	379043.157090	9999999.999970	640000000.000000	43724738.373100	142219674.152600
60507.828858	10300634.000000	379043.156989	10000000.000040	640000000.005000	43724738.490000	142219674.148600
